id,project_id,title,author,abstract,journal,DOI,pubmed_id,mesh_term,keywords,pubdate,pubstatus,url
116,125,A molecular atlas of cell types and zonation in the brain vasculature.,"Michael Vanlandewijck, Liqun He, Maarja Andaloussi Mäe, Johanna Andrae, Koji Ando, Francesca Del Gaudio, Khayrun Nahar, Thibaud Lebouvier, Bàrbara Laviña, Leonor Gouveia, Ying Sun, Elisabeth Raschperger, Markus Räsänen, Yvette Zarb, Naoki Mochizuki, Annika Keller, Urban Lendahl, Christer Betsholtz, Michael Vanlandewijck, Liqun He, Maarja Andaloussi Mäe, Johanna Andrae, Koji Ando, Francesca Del Gaudio, Khayrun Nahar, Thibaud Lebouvier, Bàrbara Laviña, Leonor Gouveia, Ying Sun, Elisabeth Raschperger, Markus Räsänen, Yvette Zarb, Naoki Mochizuki, Annika Keller, Urban Lendahl, Christer Betsholtz","Cerebrovascular disease is the third most common cause of death in developed countries, but our understanding of the cells that compose the cerebral vasculature is limited. Here, using vascular single-cell transcriptomics, we provide molecular definitions for the principal types of blood vascular and vessel-associated cells in the adult mouse brain. We uncover the transcriptional basis of the gradual phenotypic change (zonation) along the arteriovenous axis and reveal unexpected cell type differences: a seamless continuum for endothelial cells versus a punctuated continuum for mural cells. We also provide insight into pericyte organotypicity and define a population of perivascular fibroblast-like cells that are present on all vessel types except capillaries. Our work illustrates the power of single-cell transcriptomics to decode the higher organizational principles of a tissue and may provide the initial chapter in a molecular encyclopaedia of the mammalian vasculature.",Nature,10.1038/nature25739,29443965,"Animals;Arteries / cytology;Arterioles / cytology;Blood Vessels / cytology*;Brain / blood supply*;Brain / cytology*;Capillaries / cytology;Endothelial Cells / classification*;Female;Fibroblasts / classification;Male;Mice;Myocytes, Smooth Muscle / classification;Organ Specificity;Pericytes / classification;Single-Cell Analysis;Transcriptome;Veins / cytology",Male;Animals;Organ Specificity;Female;Mice;Transcriptome;Capillaries;Myocytes;Smooth Muscle;Arterioles;Blood Vessels;Endothelial Cells;Fibroblasts;Brain;Veins;Arteries;Pericyte,14/02/2018,1,https://doi.org/10.1038/nature25739
117,126,A stromal cell population that inhibits adipogenesis in mammalian fat depots,"Petra C Schwalie, Hua Dong, Magda Zachara, Julie Russeil, Daniel Alpern, Nassila Akchiche, Christian Caprara, Wenfei Sun, Kai-Uwe Schlaudraff, Gianni Soldati, Christian Wolfrum, Bart Deplancke, Petra C Schwalie, Hua Dong, Magda Zachara, Julie Russeil, Daniel Alpern, Nassila Akchiche, Christian Caprara, Wenfei Sun, Kai-Uwe Schlaudraff, Gianni Soldati, Christian Wolfrum, Bart Deplancke","Adipocyte development and differentiation have an important role in the aetiology of obesity and its co-morbidities1,2. Although multiple studies have investigated the adipogenic stem and precursor cells that give rise to mature adipocytes3-14, our understanding of their in vivo origin and properties is incomplete2,15,16. This is partially due to the highly heterogeneous and unstructured nature of adipose tissue depots17, which has proven difficult to molecularly dissect using classical approaches such as fluorescence-activated cell sorting and Cre-lox lines based on candidate marker genes16,18. Here, using the resolving power of single-cell transcriptomics19in a mouse model, we reveal distinct subpopulations of adipose stem and precursor cells in the stromal vascular fraction of subcutaneous adipose tissue. We identify one of these subpopulations as CD142+adipogenesis-regulatory cells, which can suppress adipocyte formation in vivo and in vitro in a paracrine manner. We show that adipogenesis-regulatory cells are refractory to adipogenesis and that they are functionally conserved in humans. Our findings point to a potentially critical role for adipogenesis-regulatory cells in modulating adipose tissue plasticity, which is linked to metabolic control, differential insulin sensitivity and type 2 diabetes.",Nature,10.1038/s41586-018-0226-8,29925944,"Adipocytes / cytology;Adipocytes / metabolism;Adipogenesis*;Animals;Diabetes Mellitus, Type 2 / metabolism;Female;Gene Expression Profiling;Humans;Insulin Resistance;Male;Mice;Paracrine Communication;Single-Cell Analysis;Stem Cells / cytology;Stem Cells / metabolism;Stromal Cells / cytology*;Stromal Cells / metabolism;Subcutaneous Fat / cytology*;Subcutaneous Fat / metabolism;Thromboplastin / metabolism",Male;Adipogenesis;Animals;Humans;Female;Mice;Insulin Resistance;Paracrine Communication;Subcutaneous Fat;Thromboplastin;Adipocytes;Diabetes Mellitus;Type 2;Stromal Cells;Stem Cell,20/06/2018,1,https://doi.org/10.1038/s41586-018-0226-8
118,127,Origin and differentiation trajectories of fibroblastic reticular cells in the splenic white pulp,"Hung-Wei Cheng, Lucas Onder, Mario Novkovic, Charlotte Soneson, Mechthild Lütge, Natalia Pikor, Elke Scandella, Mark D Robinson, Jun-Ichi Miyazaki, Anne Tersteegen, Ursula Sorg, Klaus Pfeffer, Thomas Rülicke, Thomas Hehlgans, Burkhard Ludewig, Hung-Wei Cheng, Lucas Onder, Mario Novkovic, Charlotte Soneson, Mechthild Lütge, Natalia Pikor, Elke Scandella, Mark D Robinson, Jun-Ichi Miyazaki, Anne Tersteegen, Ursula Sorg, Klaus Pfeffer, Thomas Rülicke, Thomas Hehlgans, Burkhard Ludewig","The splenic white pulp is underpinned by poorly characterized stromal cells that demarcate distinct immune cell microenvironments. Here we establish fibroblastic reticular cell (FRC)-specific fate-mapping in mice to define their embryonic origin and differentiation trajectories. Our data show that all reticular cell subsets descend from multipotent progenitors emerging at embryonic day 19.5 from periarterial progenitors. Commitment of FRC progenitors is concluded during the first week of postnatal life through occupation of niches along developing central arterioles. Single cell transcriptomic analysis facilitated deconvolution of FRC differentiation trajectories and indicated that perivascular reticular cells function both as adult lymphoid organizer cells and mural cell progenitors. The lymphotoxin-β receptor-independent sustenance of postnatal progenitor stemness unveils that systemic immune surveillance in the splenic white pulp is governed through subset specification of reticular cells from a multipotent periarterial progenitor cell. In sum, the finding that discrete signaling events in perivascular niches determine the differentiation trajectories of reticular cell networks explains the development of distinct microenvironmental niches in secondary and tertiary lymphoid tissues that are crucial for the induction and regulation of innate and adaptive immune processes.",Nature communications,10.1038/s41467-019-09728-3,30988302,Animals;Cell Differentiation;Cell Lineage*;Cellular Microenvironment*;Fibroblasts / physiology*;Gene Expression Profiling;Immunologic Surveillance;Lymphocytes;Mice;Spleen,Spleen;Animals;Cell Differentiation;Immunologic Surveillance;Mice;Lymphocytes;Cellular Microenvironment;Fibroblast,15/04/2019,1,https://doi.org/10.1038/s41467-019-09728-3
119,128,Single-cell RNA sequencing reveals a dynamic stromal niche within the evolving tumour microenvironment,"Sarah Davidson, Mirjana Efremova, Angela Riedel, Bidesh Mahata, Jhuma Pramanik, Jani Huuhtanen, Gozde Kar, Roser Vento-Tormo, Tzachi Hagai, Xi Chen, Muzlifah A. Haniffa, Jacqueline D. Shields, Sarah A. Teichmann","Non-cancerous stromal cells represent a highly diverse compartment of the tumour, yet their role across tumour evolution remains unclear. We employed single-cell RNA sequencing to determine stromal adaptations in murine melanoma at different points of tumour development. Naive lymphocytes recruited from lymph nodes underwent activation and clonal expansion within the tumour, prior to PD1 and Lag3 expression, while tumour-associated myeloid cells promoted the formation of a suppressive niche through cytokine secretion and inhibitory T cell interactions. We identified three temporally distinct cancer-associated fibroblast (CAF) populations displaying unique signatures, and verified these in human datasets. In early tumours, immune CXCL12/CSF1 and complement-expressing CAFs supported recruitment of macrophages, whereas contractile CAFs became more prevalent in later tumours. This study highlights the complex interplay and increasing diversity among cells that co-evolve with the tumour, indicating that from early stages of development, stromal cells acquire the capacity to modulate the immune landscape towards suppression.",bioRxiv,10.1101/467225,,,,09/11/2018,2,https://doi.org/10.1101/467225
120,130,Early emergence of cortical interneuron diversity in the mouse embryo,"Da Mi, Zhen Li, Lynette Lim, Mingfeng Li, Monika Moissidis, Yifei Yang, Tianliuyun Gao, Tim Xiaoming Hu, Thomas Pratt, David J Price, Nenad Sestan, Oscar Marín, Da Mi, Zhen Li, Lynette Lim, Mingfeng Li, Monika Moissidis, Yifei Yang, Tianliuyun Gao, Tim Xiaoming Hu, Thomas Pratt, David J Price, Nenad Sestan, Oscar Marín","GABAergic interneurons (GABA, γ-aminobutyric acid) regulate neural-circuit activity in the mammalian cerebral cortex. These cortical interneurons are structurally and functionally diverse. Here, we use single-cell transcriptomics to study the origins of this diversity in the mouse. We identify distinct types of progenitor cells and newborn neurons in the ganglionic eminences, the embryonic proliferative regions that give rise to cortical interneurons. These embryonic precursors show temporally and spatially restricted transcriptional patterns that lead to different classes of interneurons in the adult cerebral cortex. Our findings suggest that shortly after the interneurons become postmitotic, their diversity is already patent in their diverse transcriptional programs, which subsequently guide further differentiation in the developing cortex.",Science,10.1126/science.aar6821,29472441,"Animals;Cerebral Cortex / cytology*;Cerebral Cortex / embryology*;Embryo, Mammalian / cytology;Female;GABAergic Neurons / classification*;GABAergic Neurons / cytology;GABAergic Neurons / metabolism;Gene Expression Profiling;Interneurons / classification*;Interneurons / cytology;Interneurons / metabolism;Male;Mice;Mice, Inbred Strains;Mitosis / genetics;Neural Stem Cells / cytology;Neural Stem Cells / metabolism;Neurogenesis / genetics*;Single-Cell Analysis;Transcription, Genetic;Transcriptome",Male;Animals;Mice;Inbred Strains;Female;Mice;Genetic;Transcriptome;Embryo;Mammalian;Interneurons;Neurogenesis;Neural Stem Cells;GABAergic Neurons;Cerebral Cortex;Mitosi,22/02/2018,1,https://doi.org/10.1126/science.aar6821
121,131,Single-Cell Analysis of Human Pancreas Reveals Transcriptional Signatures of Aging and Somatic Mutation Patterns,"Martin Enge, H Efsun Arda, Marco Mignardi, John Beausang, Rita Bottino, Seung K Kim, Stephen R Quake, Martin Enge, H Efsun Arda, Marco Mignardi, John Beausang, Rita Bottino, Seung K Kim, Stephen R Quake","As organisms age, cells accumulate genetic and epigenetic errors that eventually lead to impaired organ function or catastrophic transformation such as cancer. Because aging reflects a stochastic process of increasing disorder, cells in an organ will be individually affected in different ways, thus rendering bulk analyses of postmitotic adult cells difficult to interpret. Here, we directly measure the effects of aging in human tissue by performing single-cell transcriptome analysis of 2,544 human pancreas cells from eight donors spanning six decades of life. We find that islet endocrine cells from older donors display increased levels of transcriptional noise and potential fate drift. By determining the mutational history of individual cells, we uncover a novel mutational signature in healthy aging endocrine cells. Our results demonstrate the feasibility of using single-cell RNA sequencing (RNA-seq) data from primary cells to derive insights into genetic and transcriptional processes that operate on aging human tissue.",Cell,10.1016/j.cell.2017.09.004,28965763,"Adult;Aging / pathology*;Cellular Senescence*;Child;Child, Preschool;Humans;Infant;Middle Aged;Mutation*;Pancreas / cytology;Pancreas / pathology*;Pancreas / physiology;Polymorphism, Single Nucleotide;Sequence Analysis, RNA;Single-Cell Analysis*;Transcription, Genetic",glucagon;human aging;human pancreas;insulin;islet;mutational signatures;single-cell RNA-seq;somatic variation;transcriptional instability,28/09/2017,1,https://doi.org/10.1016/j.cell.2017.09.004
122,132,Precursors of human CD4+ cytotoxic T lymphocytes identified by single-cell transcriptome analysis.,"Veena S Patil, Ariel Madrigal, Benjamin J Schmiedel, James Clarke, Patrick O'Rourke, Aruna D de Silva, Eva Harris, Bjoern Peters, Gregory Seumois, Daniela Weiskopf, Alessandro Sette, Pandurangan Vijayanand, Veena S Patil, Ariel Madrigal, Benjamin J Schmiedel, James Clarke, Patrick O'Rourke, Aruna D de Silva, Eva Harris, Bjoern Peters, Gregory Seumois, Daniela Weiskopf, Alessandro Sette, Pandurangan Vijayanand","CD4+cytotoxic T lymphocytes (CD4-CTLs) have been reported to play a protective role in several viral infections. However, little is known in humans about the biology of CD4-CTL generation, their functional properties, and heterogeneity, especially in relation to other well-described CD4+memory T cell subsets. We performed single-cell RNA sequencing in more than 9000 cells to unravel CD4-CTL heterogeneity, transcriptional profile, and clonality in humans. Single-cell differential gene expression analysis revealed a spectrum of known transcripts, including several linked to cytotoxic and costimulatory function that are expressed at higher levels in the TEMRA(effector memory T cells expressing CD45RA) subset, which is highly enriched for CD4-CTLs, compared with CD4+T cells in the central memory (TCM) and effector memory (TEM) subsets. Simultaneous T cell antigen receptor (TCR) analysis in single cells and bulk subsets revealed that CD4-TEMRAcells show marked clonal expansion compared with TCMand TEMcells and that most of CD4-TEMRAwere dengue virus (DENV)-specific in donors with previous DENV infection. The profile of CD4-TEMRAwas highly heterogeneous across donors, with four distinct clusters identified by the single-cell analysis. We identified distinct clusters of CD4-CTL effector and precursor cells in the TEMRAsubset; the precursor cells shared TCR clonotypes with CD4-CTL effectors and were distinguished by high expression of the interleukin-7 receptor. Our identification of a CD4-CTL precursor population may allow further investigation of how CD4-CTLs arise in humans and, thus, could provide insights into the mechanisms that may be used to generate durable and effective CD4-CTL immunity.",Science immunology,10.1126/sciimmunol.aan8664,29352091,"CD4-Positive T-Lymphocytes / immunology*;Gene Expression Profiling / methods;Humans;Immunologic Memory / immunology;Leukocytes, Mononuclear / immunology;Lymphocyte Activation / immunology;Receptors, Antigen, T-Cell / immunology;Single-Cell Analysis / methods;T-Lymphocytes, Cytotoxic / immunology*;Transcriptome / immunology*",Humans;Lymphocyte Activation;Gene Expression Profiling;Leukocytes;Mononuclear;Receptors;Antigen;T-Cell;CD4-Positive T-Lymphocytes;T-Lymphocytes;Cytotoxic;Transcriptome;Immunologic Memory;Single-Cell Analysi,19/01/2018,1,https://doi.org/10.1126/sciimmunol.aan8664
123,133,Temporal Tracking of Microglia Activation in Neurodegeneration at Single-Cell Resolution.,"Hansruedi Mathys, Chinnakkaruppan Adaikkan, Fan Gao, Jennie Z Young, Elodie Manet, Martin Hemberg, Philip L De Jager, Richard M Ransohoff, Aviv Regev, Li-Huei Tsai, Hansruedi Mathys, Chinnakkaruppan Adaikkan, Fan Gao, Jennie Z Young, Elodie Manet, Martin Hemberg, Philip L De Jager, Richard M Ransohoff, Aviv Regev, Li-Huei Tsai","Microglia, the tissue-resident macrophages in the brain, are damage sensors that react to nearly any perturbation, including neurodegenerative diseases such as Alzheimer's disease (AD). Here, using single-cell RNA sequencing, we determined the transcriptome of more than 1,600 individual microglia cells isolated from the hippocampus of a mouse model of severe neurodegeneration with AD-like phenotypes and of control mice at multiple time points during progression of neurodegeneration. In this neurodegeneration model, we discovered two molecularly distinct reactive microglia phenotypes that are typified by modules of co-regulated type I and type II interferon response genes, respectively. Furthermore, our work identified previously unobserved heterogeneity in the response of microglia to neurodegeneration, discovered disease stage-specific microglia cell states, revealed the trajectory of cellular reprogramming of microglia in response to neurodegeneration, and uncovered the underlying transcriptional programs.",Cell reports,10.1016/j.celrep.2017.09.039,29020624,"Alzheimer Disease / metabolism*;Animals;Brain / cytology;Brain / metabolism;Cells, Cultured;Gene Expression Profiling;Interferon Type I / genetics;Interferon-gamma / genetics;Macrophage Activation*;Macrophages / metabolism;Mice;Microglia / cytology;Microglia / metabolism*;Phenotype;Single-Cell Analysis;Transcriptome*",Alzheimer’s disease;microglia;neurodegeneration;single-cell RNA sequencing,10/10/2017,1,https://doi.org/10.1016/j.celrep.2017.09.039
124,134,Mosquito cellular immunity at single-cell resolution,"Gianmarco Raddi, Ana Beatriz F Barletta, Mirjana Efremova, Jose Luis Ramirez, Rafael Cantera, Sarah A Teichmann, Carolina Barillas-Mury, Oliver Billker, Gianmarco Raddi, Ana Beatriz F Barletta, Mirjana Efremova, Jose Luis Ramirez, Rafael Cantera, Sarah A Teichmann, Carolina Barillas-Mury, Oliver Billker","Hemocytes limit the capacity of mosquitoes to transmit human pathogens. Here we profile the transcriptomes of 8506 hemocytes ofAnopheles gambiaeandAedes aegyptimosquito vectors. Our data reveal the functional diversity of hemocytes, with different subtypes of granulocytes expressing distinct and evolutionarily conserved subsets of effector genes. A previously unidentified cell type inAn. gambiae, which we term ""megacyte,"" is defined by a specific transmembrane protein marker (TM7318) and high expression of lipopolysaccharide-induced tumor necrosis factor-α transcription factor 3 (LL3). Knockdown experiments indicate that LL3 mediates hemocyte differentiation during immune priming. We identify and validate two main hemocyte lineages and find evidence of proliferating granulocyte populations. This atlas of medically relevant invertebrate immune cells at single-cell resolution identifies cellular events that underpin mosquito immunity to malaria infection.",Science,10.1126/science.abc0322,32855340,"Aedes / genetics;Aedes / immunology*;Animals;Anopheles / genetics;Anopheles / immunology*;Female;Gene Expression Profiling;Gene Knockdown Techniques;Granulocytes / immunology;Hemocytes / immunology*;Hemocytes / metabolism;Immunity, Cellular*;Malaria / immunology;Malaria / parasitology;Malaria / transmission*;Mice;Mosquito Vectors / genetics;Mosquito Vectors / immunology*;RNA-Seq;Single-Cell Analysis",Immunity;Animals;Gene Knockdown Techniques;Female;Mice;Hemocytes;Anopheles;Mosquito Vectors;Malaria;Granulocytes;Aede,28/08/2020,1,https://doi.org/10.1126/science.abc0322
125,135,Single-cell transcriptomics uncovers distinct molecular signatures of stem cells in chronic myeloid leukemia.,"Alice Giustacchini, Supat Thongjuea, Nikolaos Barkas, Petter S Woll, Benjamin J Povinelli, Christopher A G Booth, Paul Sopp, Ruggiero Norfo, Alba Rodriguez-Meira, Neil Ashley, Lauren Jamieson, Paresh Vyas, Kristina Anderson, Åsa Segerstolpe, Hong Qian, Ulla Olsson-Strömberg, Satu Mustjoki, Rickard Sandberg, Sten Eirik W Jacobsen, Adam J Mead, Alice Giustacchini, Supat Thongjuea, Nikolaos Barkas, Petter S Woll, Benjamin J Povinelli, Christopher A G Booth, Paul Sopp, Ruggiero Norfo, Alba Rodriguez-Meira, Neil Ashley, Lauren Jamieson, Paresh Vyas, Kristina Anderson, Åsa Segerstolpe, Hong Qian, Ulla Olsson-Strömberg, Satu Mustjoki, Rickard Sandberg, Sten Eirik W Jacobsen, Adam J Mead","Recent advances in single-cell transcriptomics are ideally placed to unravel intratumoral heterogeneity and selective resistance of cancer stem cell (SC) subpopulations to molecularly targeted cancer therapies. However, current single-cell RNA-sequencing approaches lack the sensitivity required to reliably detect somatic mutations. We developed a method that combines high-sensitivity mutation detection with whole-transcriptome analysis of the same single cell. We applied this technique to analyze more than 2,000 SCs from patients with chronic myeloid leukemia (CML) throughout the disease course, revealing heterogeneity of CML-SCs, including the identification of a subgroup of CML-SCs with a distinct molecular signature that selectively persisted during prolonged therapy. Analysis of nonleukemic SCs from patients with CML also provided new insights into cell-extrinsic disruption of hematopoiesis in CML associated with clinical outcome. Furthermore, we used this single-cell approach to identify a blast-crisis-specific SC population, which was also present in a subclone of CML-SCs during the chronic phase in a patient who subsequently developed blast crisis. This approach, which might be broadly applied to any malignancy, illustrates how single-cell analysis can identify subpopulations of therapy-resistant SCs that are not apparent through cell-population analysis.",Nature medicine,10.1038/nm.4336,28504724,"Adult;Aged;Blast Crisis / genetics*;Chromatin Immunoprecipitation;Core Binding Factor Alpha 2 Subunit / genetics;Female;Flow Cytometry;Gene Expression Profiling*;Gene Expression Regulation, Neoplastic*;Gene Library;Genes, abl / genetics;Humans;In Situ Hybridization, Fluorescence;Leukemia, Myelogenous, Chronic, BCR-ABL Positive / genetics*;Leukemia, Myelogenous, Chronic, BCR-ABL Positive / pathology;Male;Middle Aged;Neoplastic Stem Cells / metabolism*;Reverse Transcriptase Polymerase Chain Reaction;Sequence Analysis, DNA;Sequence Analysis, RNA;Single-Cell Analysis*;Transcriptome;Young Adult",Aged;Male;Adult;Reverse Transcriptase Polymerase Chain Reaction;Flow Cytometry;Gene Expression Profiling;Humans;Female;Transcriptome;In Situ Hybridization;Fluorescence;Gene Expression Regulation;Neoplastic;Middle Aged;Young Adult;Chromatin Immunoprecipitation;Neoplastic Stem Cells;Leukemia;Myelogenous;Chronic;BCR-ABL Positive;Core Binding Factor Alpha 2 Subunit;abl;Blast Crisi,15/05/2017,1,https://doi.org/10.1038/nm.4336
126,136,Heterogeneous Responses of Hematopoietic Stem Cells to Inflammatory Stimuli are Altered with Age,"Mati Mann, Arnav Mehta, Carl de Boer, Monika S. Kowalczyk, Kevin Lee, Noga Rogel, Abigail R. Knecht, Daneyal Farouq, Aviv Regev, David Baltimore","Long-term hematopoietic stem cells (LT-HSCs) maintain hematopoietic output throughout an animal's lifespan. With age, however, they produce a myeloid-biased output that may lead to poor immune responses to infectious challenge and the development of myeloid leukemias. Here, we show that young and aged LT-HSCs respond differently to inflammatory stress, such that aged LT-HSCs produce a cell-intrinsic, myeloid-biased expression program. Using single-cell RNA-seq, we identify a myeloid-biased subset within the LT-HSC population (mLT-HSCs) that is much more common amongst aged LT-HSCs and is uniquely primed to respond to acute inflammatory challenge. We predict several transcription factors to regulate differentially expressed genes between mLT-HSCs and other LT-HSC subsets. Among these, we show that Klf5, Ikzf1 and Stat3 play important roles in age-related inflammatory myeloid bias. These factors may regulate myeloid versus lymphoid balance with age, and can potentially mitigate the long-term deleterious effects of inflammation that lead to hematopoietic pathologies.",bioRxiv,10.1101/163402,,,,14/11/2017,2,https://doi.org/10.1101/163402
127,137,Single-cell RNA-sequencing uncovers transcriptional states and fate decisions in haematopoiesis,"Emmanouil I Athanasiadis, Jan G Botthof, Helena Andres, Lauren Ferreira, Pietro Lio, Ana Cvejic, Emmanouil I Athanasiadis, Jan G Botthof, Helena Andres, Lauren Ferreira, Pietro Lio, Ana Cvejic","The success of marker-based approaches for dissecting haematopoiesis in mouse and human is reliant on the presence of well-defined cell surface markers specific for diverse progenitor populations. An inherent problem with this approach is that the presence of specific cell surface markers does not directly reflect the transcriptional state of a cell. Here, we used a marker-free approach to computationally reconstruct the blood lineage tree in zebrafish and order cells along their differentiation trajectory, based on their global transcriptional differences. Within the population of transcriptionally similar stem and progenitor cells, our analysis reveals considerable cell-to-cell differences in their probability to transition to another committed state. Once fate decision is executed, the suppression of transcription of ribosomal genes and upregulation of lineage-specific factors coordinately controls lineage differentiation. Evolutionary analysis further demonstrates that this haematopoietic programme is highly conserved between zebrafish and higher vertebrates.",Nature communications,10.1038/s41467-017-02305-6,29229905,"Animals;Animals, Genetically Modified;Cell Lineage / genetics;Erythroid Cells / cytology;Erythroid Cells / metabolism;Gene Expression Profiling / methods*;Gene Ontology;Hematopoiesis / genetics*;Humans;Sequence Analysis, RNA / methods*;Single-Cell Analysis / methods*;Zebrafish / blood;Zebrafish / genetics;Zebrafish Proteins / genetics",Animals;Genetically Modified;Animals;Gene Ontology;Humans;Cell Lineage;Erythroid Cells;Zebrafish;Gene Expression Profiling;Sequence Analysis;Zebrafish Proteins;Hematopoiesis;Single-Cell Analysi,11/12/2017,1,https://doi.org/10.1038/s41467-017-02305-6
128,140,A single-cell resolution map of mouse hematopoietic stem and progenitor cell differentiation,"Sonia Nestorowa, Fiona K Hamey, Blanca Pijuan Sala, Evangelia Diamanti, Mairi Shepherd, Elisa Laurenti, Nicola K Wilson, David G Kent, Berthold Göttgens, Sonia Nestorowa, Fiona K Hamey, Blanca Pijuan Sala, Evangelia Diamanti, Mairi Shepherd, Elisa Laurenti, Nicola K Wilson, David G Kent, Berthold Göttgens","Maintenance of the blood system requires balanced cell fate decisions by hematopoietic stem and progenitor cells (HSPCs). Because cell fate choices are executed at the individual cell level, new single-cell profiling technologies offer exciting possibilities for mapping the dynamic molecular changes underlying HSPC differentiation. Here, we have used single-cell RNA sequencing to profile more than 1600 single HSPCs, and deep sequencing has enabled detection of an average of 6558 protein-coding genes per cell. Index sorting, in combination with broad sorting gates, allowed us to retrospectively assign cells to 12 commonly sorted HSPC phenotypes while also capturing intermediate cells typically excluded by conventional gating. We further show that independently generated single-cell data sets can be projected onto the single-cell resolution expression map to directly compare data from multiple groups and to build and refine new hypotheses. Reconstruction of differentiation trajectories reveals dynamic expression changes associated with early lymphoid, erythroid, and granulocyte-macrophage differentiation. The latter two trajectories were characterized by common upregulation of cell cycle and oxidative phosphorylation transcriptional programs. By using external spike-in controls, we estimate absolute messenger RNA (mRNA) levels per cell, showing for the first time that despite a general reduction in total mRNA, a subset of genes shows higher expression levels in immature stem cells consistent with active maintenance of the stem-cell state. Finally, we report the development of an intuitive Web interface as a new community resource to permit visualization of gene expression in HSPCs at single-cell resolution for any gene of choice.",Blood,10.1182/blood-2016-05-716480,27365425,"Animals;Biomarkers / metabolism;Cell Cycle / genetics;Cell Differentiation* / genetics;Female;Gene Expression Profiling;Gene Expression Regulation;Hematopoietic Stem Cells / cytology*;Hematopoietic Stem Cells / metabolism;Mice, Inbred C57BL;Phenotype;RNA, Messenger / genetics;RNA, Messenger / metabolism;Single-Cell Analysis / methods*;Transcription, Genetic",Animals;Phenotype;Mice;Inbred C57BL;Female;Genetic;Gene Expression Regulation;Cell Cycle;Hematopoietic Stem Cells;Biomarkers;Messenger;Cell Differentiation;Single-Cell Analysi,30/06/2016,1,https://doi.org/10.1182/blood-2016-05-716480
129,141,Classifying Drosophila Olfactory Projection Neuron Subtypes by Single-Cell RNA Sequencing.,"Hongjie Li, Felix Horns, Bing Wu, Qijing Xie, Jiefu Li, Tongchao Li, David J Luginbuhl, Stephen R Quake, Liqun Luo, Hongjie Li, Felix Horns, Bing Wu, Qijing Xie, Jiefu Li, Tongchao Li, David J Luginbuhl, Stephen R Quake, Liqun Luo","The definition of neuronal type and how it relates to the transcriptome are open questions. Drosophila olfactory projection neurons (PNs) are among the best-characterized neuronal types: different PN classes target dendrites to distinct olfactory glomeruli, while PNs of the same class exhibit indistinguishable anatomical and physiological properties. Using single-cell RNA sequencing, we comprehensively characterized the transcriptomes of most PN classes and unequivocally mapped transcriptomes to specific olfactory function for six classes. Transcriptomes of closely related PN classes exhibit the largest differences during circuit assembly but become indistinguishable in adults, suggesting that neuronal subtype diversity peaks during development. Transcription factors and cell-surface molecules are the most differentially expressed genes between classes and are highly informative in encoding cell identity, enabling us to identify a new lineage-specific transcription factor that instructs PN dendrite targeting. These findings establish that neuronal transcriptomic identity corresponds with anatomical and physiological identity defined by connectivity and function.",Cell,10.1016/j.cell.2017.10.019,29149607,"Animals;Brain / cytology;Brain / metabolism;Cluster Analysis;Dendrites / metabolism;Drosophila melanogaster / cytology;Drosophila melanogaster / growth & development;Drosophila melanogaster / metabolism*;Gene Expression Profiling;Neurons / metabolism*;Olfactory Bulb / cytology;Olfactory Bulb / metabolism;Organ Specificity;Pupa / cytology;Pupa / metabolism;Sequence Analysis, RNA / methods*;Single-Cell Analysis / methods*;Transcription Factors / metabolism",Drosophila;Single-cell RNA-seq;cell type;combinatorial code;connectivity;development;neuronal identity;olfactory system;projection neuron;transcriptome,16/11/2017,1,https://doi.org/10.1016/j.cell.2017.10.019
