id,celltype_id,celltype_name,type
870,186,Kupffer cell,1
871,187,immature natural killer cell,1
872,187,CL:0000823,3
873,187,immature natural killer cell,1
874,188,immature NK T cell,1
875,188,CL:0000914,3
876,188,immature NK T cell,1
877,189,cardiac neuron,1
878,189,CL:0010022,3
879,189,cardiac neuron,1
880,190,pre-natural killer cell,1
881,190,CL:0000937,3
882,190,pre-natural killer cell,1
883,191,globose cell of olfactory epithelium,1
884,191,CL:0002171,3
885,191,globose cell of olfactory epithelium,1
886,192,basal proper cell of olfactory epithelium,1
887,192,CL:0002184,3
888,192,basal proper cell of olfactory epithelium,1
889,997,immediate neural precursor cell,1
890,193,secretory cell,1
891,193,CL:0000151,3
892,193,secretory cell,1
893,194,respiratory basal cell,1
894,194,CL:0002633,3
895,194,respiratory basal cell,1
896,195,sustentacular cell,1
897,195,CL:0000703,3
898,195,sustentacular cell,1
899,2521,Bowman's gland cell,1
900,196,microvillous olfactory receptor neuron,1
901,196,CL:0000848,3
902,196,microvillous olfactory receptor neuron,1
903,556,respiratory ciliated cell,1
904,2846,immune cell,1
905,824,respiratory horizontal basal cell,1
906,2735,dorsal sustentacular cell,1
907,1860,ventral sustentacular cell,1
908,882,respiratory secretory cell,1
909,2675,microvillous brush-like cell,1
910,2233,globose basal cell,1
911,2288,atypical olfactory sensory neuron,1
912,324,microvillous ionocyte-like cell,1
913,1755,olfactory horizontal basal cell,1
914,3050,mature olfactory sensory neuron,1
915,197,fibroblast of cardiac tissue,1
916,197,CL:0002548,3
917,197,fibroblast of cardiac tissue,1
918,198,cardiac endothelial cell,1
919,198,CL:0010008,3
920,198,cardiac endothelial cell,1
921,2356,cardiomyocyte,1
922,199,Schwann cell,1
923,199,CL:0002573,3
924,199,Schwann cell,1
925,2999,cardiac endothelial cell of lymphatic vessel,1
926,1981,proliferating cell,1
927,472,epicardium,1
928,578,dendritic-like cell,1
929,2972,smooth muscle cell 2,1
930,300,cardiac endothelial cell 2,1
931,1690,fibroblast of cardiac tissue 1,1
932,603,macrophage 2,1
933,1244,fibroblast of cardiac tissue 9,1
934,3006,smooth muscle cell 1,1
935,1892,cardiac endothelial cell 3,1
936,3164,fibroblast of cardiac tissue 8,1
937,3323,macrophage 1,1
938,1199,endocardial cell 1,1
939,569,macrophage 4,1
940,2868,fibroblast of cardiac tissue 4,1
941,2545,endocardial cell 2,1
942,2677,fibroblast of cardiac tissue 2,1
943,1680,fibroblast of cardiac tissue 7,1
944,2605,macrophage 3,1
945,1633,fibroblast of cardiac tissue 6,1
946,745,fibroblast of cardiac tissue 3,1
947,889,fibroblast of cardiac tissue 5,1
948,3202,cardiac endothelial cell 1,1
949,1223,immature neuron 2,1
950,2753,granule cell 3,1
951,2102,perivasular macrophage,1
952,3334,granule cell 1,1
953,2326,astrocyte 5,1
954,3422,microglia,1
955,1445,granule cell 0,1
956,3205,intermediate precursor cell,1
957,1661,vasoactive intestinal peptide positive neuron,1
958,200,vascular leptomeningeal cell,1
959,200,CL:4023051,3
960,200,vascular leptomeningeal cell,1
961,1551,calretinin neuron,1
962,626,astrocyte 14,1
963,3142,granule cell 24,1
964,2838,anterior olfactory nucleus mitral/tufted cell,1
965,1134,external tufted cell,1
966,3200,interneuron 12,1
967,298,mitral/tufted cell,1
968,201,olfactory ensheathing cell,1
969,201,CL:0011028,3
970,201,olfactory ensheathing cell,1
971,2235,vascular cell,1
972,17,astrocyte,1
973,17,CL:0000127,3
974,17,astrocyte,1
975,202,olfactory bulb interneuron,1
976,202,CL:1001434,3
977,202,olfactory bulb interneuron,1
978,3084,immature neuron,1
979,203,dopaminergic neuron,1
980,203,CL:0000700,3
981,203,dopaminergic neuron,1
982,204,olfactory granule cell,1
983,204,CL:0000626,3
984,204,olfactory granule cell,1
985,1007,immature neuron 7,1
986,1849,interneuron 8,1
987,205,leptomeningeal cell,1
988,205,CL:0000708,3
989,205,leptomeningeal cell,1
990,206,central nervous system pericyte,1
991,206,CL:0002575,3
992,206,central nervous system pericyte,1
993,207,neural progenitor cell,1
994,207,CL:0011020,3
995,207,neural progenitor cell,1
996,3128,oligodendrocyte A,1
997,208,cortical interneuron,1
998,208,CL:0008031,3
999,208,cortical interneuron,1
1000,335,cortical layer 2-3 excitatory neuron,1
1001,209,cerebral cortex endothelial cell,1
1002,209,CL:1001602,3
1003,209,cerebral cortex endothelial cell,1
1004,210,pyramidal neuron,1
1005,210,CL:0000598,3
1006,210,pyramidal neuron,1
1007,2256,cortical layer 4 excitatory neuron,1
1008,211,excitatory neuron,1
1009,211,CL:0008030,3
1010,211,excitatory neuron,1
1011,212,phagocyte,1
1012,212,CL:0000234,3
1013,212,phagocyte,1
1014,213,cerebral cortex glial cell,1
1015,213,CL:1001579,3
1016,213,cerebral cortex glial cell,1
1017,732,cortical layer 5-6 excitatory neuron,1
1018,750,SST-expressing interneuron,1
1019,947,oligodendrocyte C,1
1020,3032,SV2C-expressing interneuron,1
1021,1843,pyramidal neuron?,1
1022,2803,oligodendrocyte B,1
1023,466,mixed excitatory neuron,1
1024,1449,VIP-expressing interneuron,1
1025,1679,cortical layer 2-3 excitatory neuron B,1
1026,560,PVALB-expressing interneuron,1
1027,2693,cortical layer 2-3 excitatory neuron A,1
1028,1138,mixed glial cell?,1
1029,214,kidney loop of Henle epithelial cell,1
1030,214,CL:1000909,3
1031,214,kidney loop of Henle epithelial cell,1
1032,528,ureteric bud,1
1033,3306,pelvic epithelium cell - distal ureteric bud,1
1034,2229,nephron progenitor,1
1035,215,renal filtration cell,1
1036,215,CL:0002522,3
1037,215,renal filtration cell,1
1038,871,connecting nephron tubules/principal cell - proximal ureteric bud,1
1039,216,kidney interstitial myofibroblast,1
1040,216,CL:1000691,3
1041,216,kidney interstitial myofibroblast,1
1042,1485,renal vesicle,1
1043,217,glomerular visceral epithelial cell,1
1044,217,CL:0000653,3
1045,217,glomerular visceral epithelial cell,1
1046,3394,metanephric cap,1
1047,2784,S shaped body,1
1048,647,fibroblast type 1,1
1049,2856,macrophage type 1,1
1050,1817,stroma progenitor,1
1051,2465,myofibroblast type 2,1
1052,1975,proliferating myofibroblast,1
1053,2105,proximal ureteric bud cell,1
1054,2370,myofibroblast cell type 1,1
1055,2816,fibroblast type 2,1
1056,3144,proliferating fibroblast,1
1057,2089,connecting nephron tubules/principal cells - proximal ureteric bud,1
1058,950,medial S shaped body cell,1
1059,986,distal renal vesicle cell,1
1060,2877,proliferating natural killer cell,1
1061,1832,proliferating conventional dendritic cell type 2,1
1062,852,conventional dendritic cell type 2,1
1063,736,macrophage type 2,1
1064,2879,distal S shaped body cell,1
1065,443,prolifirating B cell,1
1066,2125,proliferating distal renal vesicle cell,1
1067,3036,cap mesenchyme cell,1
1068,1564,conventional dendritic cell type 1,1
1069,1420,prolifirating stroma progenitor,1
1070,2595,proliferating cap mesenchyme cell,1
1071,1612,proximal S shaped body cell,1
1072,2552,proximal renal vesicle cell,1
1073,1500,innate lymphocyte-like cell,1
1074,1357,prolifirating macrophage,1
1075,2206,proliferating monocyte,1
1076,627,myeloid progenitor,1
1077,2712,hematopoietic multipotent progenitor,1
1078,3100,erythroid progenitor,1
1079,934,monocyte progenitor,1
1080,2394,dendritic progenitor,1
1081,1207,megakaryocyte progenitor,1
1082,218,erythroid progenitor cell,1
1083,218,CL:0000038,3
1084,218,erythroid progenitor cell,1
1085,219,megakaryocyte progenitor cell,1
1086,219,CL:0000553,3
1087,219,megakaryocyte progenitor cell,1
1088,220,hematopoietic multipotent progenitor cell,1
1089,220,CL:0000837,3
1090,220,hematopoietic multipotent progenitor cell,1
1091,221,common dendritic progenitor,1
1092,221,CL:0001029,3
1093,221,common dendritic progenitor,1
1094,222,common myeloid progenitor,1
1095,222,CL:0000049,3
1096,222,common myeloid progenitor,1
1097,223,Sertoli cell,1
1098,223,CL:0000216,3
1099,223,Sertoli cell,1
1100,224,spermatocyte,1
1101,224,CL:0000017,3
1102,224,spermatocyte,1
1103,225,spermatogonium,1
1104,225,CL:0000020,3
1105,225,spermatogonium,1
1106,801,Leydig cell and peritubular myoid cell,1
1107,226,spermatid,1
1108,226,CL:0000018,3
1109,226,spermatid,1
1110,2228,differentiated_P7,1
1111,1785,differentiated,1
1112,666,resting basal_P28Adult,1
1113,2186,cycling basal_P28Adult,1
1114,838,differentiated_P28Adult,1
1115,1230,resting basal_P7,1
1116,2689,cycling basal_P7,1
1117,1783,stromal cell type 2a,1
1118,803,pericyte type 1,1
1119,2945,endothelial cell type 2,1
1120,1402,stromal cel type 2b,1
1121,2435,stromal cell type 3,1
1122,2175,stromal cell type 4,1
1123,768,pericyte type 2,1
1124,227,smooth muscle cell of colon,1
1125,227,CL:1000280,3
1126,227,smooth muscle cell of colon,1
1127,3115,cortical intermediate progenitor,1
1128,2537,canonical glycolysis,1
1129,3453,mesen/rhombencephalon inhibitory neuron,1
1130,3373,diencephalon inhibitory neuron,1
1131,2553,cortical neural progenitor cell,1
1132,989,lateral ganglionic eminence inhibitory neuron,1
1133,589,ganglionic eminence neural progenitor cell,1
1134,3326,diencephalon excitatory neuron,1
1135,835,cortical excitatory neuron,1
1136,1949,mesen/rhombencephalon excitatory neuron,1
1137,2161,non-telencephalon neural progenitor cell,1
1138,2434,lateral ganglionic eminence inhibitory neurons,1
1139,1758,mesen/rhombencephalon inhibitory neurons,1
1140,2639,glycolysis state,1
1141,3259,mesen/rhombencephalon excitatory neurons,1
1142,566,medial ganglionic eminence/caudal ganglionic eminence inhibitory neurons,1
1143,228,retinal pigment epithelial cell,1
1144,228,CL:0002586,3
1145,228,retinal pigment epithelial cell,1
1146,229,melanocyte,1
1147,229,CL:0000148,3
1148,229,melanocyte,1
1149,2821,T cell/natural killer cell,1
1150,230,vein endothelial cell,1
1151,230,CL:0002543,3
1152,230,vein endothelial cell,1
1153,231,capillary endothelial cell,1
1154,231,CL:0002144,3
1155,231,capillary endothelial cell,1
1156,232,endothelial cell of artery,1
1157,232,CL:1000413,3
1158,232,endothelial cell of artery,1
1159,1839,retinal pigment epithelial cell/retinal rod cell/melanocyte,1
1160,2793,leukocyte/other,1
1161,385,choriocapillaris endothelial cell,1
1162,2963,white blood cell/other 1,1
1163,2938,vein endothelial cell 2,1
1164,531,white blood cell/other 2,1
1165,645,vein endothelial cell 1,1
1166,2612,Schwann cell 2,1
1167,1297,Schwann cell 1,1
1168,1538,pancreatic B cell,1
1169,233,pancreatic epsilon cell,1
1170,233,CL:0005019,3
1171,233,pancreatic epsilon cell,1
1172,3436,Muller cell,1
1173,234,retinal ganglion cell,1
1174,234,CL:0000740,3
1175,234,retinal ganglion cell,1
1176,235,amacrine cell,1
1177,235,CL:0000561,3
1178,235,amacrine cell,1
1179,236,retinal rod cell,1
1180,236,CL:0000604,3
1181,236,retinal rod cell,1
1182,237,retinal bipolar neuron,1
1183,237,CL:0000748,3
1184,237,retinal bipolar neuron,1
1185,238,retinal cone cell,1
1186,238,CL:0000573,3
1187,238,retinal cone cell,1
1188,2678,retinal rod cell CCA0,1
1189,832,retinal rod cell CCA1,1
1190,1051,retinal bipolar neuron CCA8,1
1191,2276,retinal bipolar neuron CCA2,1
1192,3314,other,1
1193,525,retinal bipolar neuron CCA6,1
1194,3303,retinal bipolar neuron CCA7,1
1195,2932,retinal rod cell CCA10,1
1196,374,amacrine cell CCA9,1
1197,2895,nephron progenitor cell A,1
1198,1959,ureteric bud; kidney collecting duct cell,1
1199,955,medial; distal S-shaped body,1
1200,2569,nephron progenitor cell D,1
1201,1113,S-shaped body podocyte precursor cell,1
1202,2603,nephron progenitor cell C,1
1203,2445,early kidney proxmial tubule cell,1
1204,2908,kidney interstitial cell A,1
1205,239,glomerular endothelial cell,1
1206,239,CL:0002188,3
1207,239,glomerular endothelial cell,1
1208,1187,S-shaped body proximal precursor cell,1
1209,3375,kidney interstitial progenitor cell,1
1210,839,renal vesicle; comma-shaped body A,1
1211,2082,pretubular aggregate,1
1212,1335,nephron progenitor cell B,1
1213,1828,kidney interstitial cell B,1
1214,240,kidney connecting tubule epithelial cell,1
1215,240,CL:1000768,3
1216,240,kidney connecting tubule epithelial cell,1
1217,3218,renal vesicle; comma-shaped body B,1
1218,1584,paneth-like cell,1
1219,241,paneth cell of epithelium of small intestine,1
1220,241,CL:1000343,3
1221,241,paneth cell of epithelium of small intestine,1
1222,242,intestinal enteroendocrine cell,1
1223,242,CL:1001516,3
1224,242,intestinal enteroendocrine cell,1
1225,243,intestinal crypt stem cell,1
1226,243,CL:0002250,3
1227,243,intestinal crypt stem cell,1
1228,244,small intestine goblet cell,1
1229,244,CL:1000495,3
1230,244,small intestine goblet cell,1
1231,1185,intestinal crypt transit amplifying cell,1
1232,245,enterocyte of epithelium of small intestine,1
1233,245,CL:1000334,3
1234,245,enterocyte of epithelium of small intestine,1
1235,246,stem cell,1
1236,246,CL:0000034,3
1237,246,stem cell,1
1238,247,transit amplifying cell,1
1239,247,CL:0009010,3
1240,247,transit amplifying cell,1
1241,19,enterocyte,1
1242,19,CL:0000584,3
1243,19,enterocyte,1
1244,1139,goblet,1
1245,2128,progenitor,1
1246,3356,epithelial progenitor cell of small intestine,1
1247,1527,epithelial progenitor cell of large intestine,1
1248,248,paneth cell,1
1249,248,CL:0000510,3
1250,248,paneth cell,1
1251,2140,proliferative kidney interstitial cell 4,1
1252,1011,kidney interstitial cell 7,1
1253,2901,epithelial cell of proximal tubule 4,1
1254,3244,epithelial cell of proximal tubule 3,1
1255,2165,kidney interstitial cell 11,1
1256,938,glomerular visceral epithelial cell 3,1
1257,2634,unknown 2,1
1258,2039,parietal epithelial cell 1,1
1259,470,glomerular visceral epithelial cell 1,1
1260,1019,distal nephron progenitor,1
1261,2611,medial/distal nephron progenitor 4,1
1262,1560,early glomerular visceral epithelial cell 4,1
1263,520,unknown 1,1
1264,1749,medial/distal nephron progenitor 2,1
1265,3086,nephron progenitor 1,1
1266,3387,early glomerular visceral epithelial cell 3,1
1267,274,kidney interstital cell 1,1
1268,2769,proliferative kidney interstitial cell 5,1
1269,1324,committed nephron progenitor,1
1270,2832,proliferative kidney interstitial cell 3,1
1271,1415,neuronal cell,1
1272,1498,kidney interstitial cell 12,1
1273,1924,muscle cell 1,1
1274,3016,glomerular visceral epithelial cell 5,1
1275,3070,kidney interstitial cell 10,1
1276,749,glomerular visceral epithelial cell 6,1
1277,590,kidney interstitial cell 13,1
1278,2998,kidney interstitial cell 4,1
1279,1152,muscle cell 2,1
1280,1300,committed proliferative nephron progenitor,1
1281,943,nephron progenitor 3,1
1282,316,early/late glomerular visceral epithelial cell,1
1283,3134,medial/distal nephron progenitor 6,1
1284,764,proliferative nephron progenitor 1,1
1285,249,kidney collecting duct cell,1
1286,249,CL:1001225,3
1287,249,kidney collecting duct cell,1
1288,1773,kidney interstitial cell 9,1
1289,317,proliferative nephron progenitor 2,1
1290,3172,ureteric tip,1
1291,380,early glomerular visceral epithelial cell 2,1
1292,250,juxtaglomerular complex cell,1
1293,250,CL:1000618,3
1294,250,juxtaglomerular complex cell,1
1295,923,kidney interstitial cell 3,1
1296,2731,epithelial cell of proximal tubule 2,1
1297,2524,glomerular visceral epithelial cell 2,1
1298,1888,kidney interstitial cell 6,1
1299,2001,nephron progenitor 2,1
1300,646,parietal epithelial cell 3,1
1301,933,medial/distal nephron progenitor 1,1
1302,2488,proliferative kidney interstital cell 2,1
1303,3235,glomerular visceral epithelial cell 4,1
1304,3192,glomerular endothelial cell 3,1
1305,3065,early glomerular visceral epithelial cell 1,1
1306,3175,parietal epithelial cell 2,1
1307,3014,nephron progenitor 4,1
1308,2496,kidney interstitial cell 5,1
1309,1667,kidney interstital cell 2,1
1310,2058,glomerular endothelial cell 2,1
1311,1032,mixed juxtaglomerular complex cell and mesangial cell 2,1
1312,1165,mixed erythrocyte and immune cell,1
1313,2192,kidney interstitial cell 8,1
1314,3034,glomerular endothelial cell 1,1
1315,1642,proliferative kidney interstital cell 1,1
1316,462,epithelial cell of proximal tubule 1,1
1317,2504,medial/distal nephron progenitor 5,1
1318,3360,medial/distal nephron progenitor 3,1
1319,1976,mixed juxtaglomerular complex cell and mesangial cell 1,1
1320,251,alpha-beta T cell,1
1321,251,CL:0000789,3
1322,251,alpha-beta T cell,1
1323,1845,periportal hepatic sinusoidal endothelial cell,1
1324,3352,natural killer-like cell,1
1325,252,mature B cell,1
1326,252,CL:0000785,3
1327,252,mature B cell,1
1328,253,hepatic stellate cell,1
1329,253,CL:0000632,3
1330,253,hepatic stellate cell,1
1331,254,cholangiocyte,1
1332,254,CL:1000488,3
1333,254,cholangiocyte,1
1334,3179,portal endothelial cell,1
1335,919,central venous hepatic sinusoidal endothelial cell,1
1336,795,central venous liver sinusoidal endothelial cell,1
1337,616,non-inflammatory macrophage,1
1338,1766,NK-like cell,1
1339,1252,portal liver sinusoidal endothelial cell,1
1340,2179,periportal liver sinusoidal endothelial cell,1
1341,1698,fetal endothelial cell,1
1342,1814,macrophage/monocyte,1
1343,2011,migratory dendritic cell,1
1344,2652,not available,1
1345,3246,conventional dendritic cell 2,1
1346,532,tumor T cell,1
1347,675,gamma-delta T cell/mucosal invariant T cell,1
1348,2357,lymph node T cell,1
1349,1245,conventional dendritic cell 1,1
1350,1524,cancer associated fibroblast 1,1
1351,3160,tumour endothelial cell,1
1352,1000,lymph node fibroblast,1
1353,3051,cancer associated fibroblast 3,1
1354,3223,lymph node endothelial cell,1
1355,1016,cancer associated fibroblast 2,1
1356,362,human embryonic fibroblast/induced day type 3 dendritic cell,1
1357,255,embryonic fibroblast,1
1358,255,CL:2000042,3
1359,255,embryonic fibroblast,1
1360,2950,conventional dendritic cell type 1/induced day 9 dendritic cell,1
1361,3180,human embryonic fibroblast,1
1362,1426,induced day 9 dendritic cell,1
1363,256,progenitor cell,1
1364,256,CL:0011026,3
1365,256,progenitor cell,1
1366,2137,monocyte 2,1
1367,2960,monocyte 1,1
1368,2490,granulocyte 1,1
1369,301,multipotent progenitor cell,1
1370,2159,cycling committed progenitor,1
1371,2748,CD4-positive monocyte,1
1372,3064,unspecified,1
1373,1919,cycling multipotent progenitor cell,1
1374,2169,granulocyte progenitor,1
1375,1784,granulocyte 2,1
1376,384,committed progenitor,1
1377,965,cycling dendritic cell,1
1378,3472,granulocyte 3,1
1379,257,lung macrophage,1
1380,257,CL:1001603,3
1381,257,lung macrophage,1
1382,258,lung secretory cell,1
1383,258,CL:1000272,3
1384,258,lung secretory cell,1
1385,690,transformed epithelial cell,1
1386,259,neoplastic cell,1
1387,259,CL:0001063,3
1388,259,neoplastic cell,1
1389,30,acinar cell,1
1390,30,CL:0000622,3
1391,30,acinar cell,1
1392,1780,co-expression cell,1
1393,33,pancreatic endocrine cell,1
1394,33,CL:0008024,3
1395,33,pancreatic endocrine cell,1
1396,1003,alpha cell,1
1397,1898,ductal cell,1
1398,585,delta cell,1
1399,3094,beta cell,1
1400,507,gamma cell,1
1401,995,PSC cell,1
1402,3008,MHC class II cell,1
1403,1573,unclassified endocrine cell,1
1404,2366,epsilon cell,1
1405,617,unclassified cell,1
1406,1013,cardiac muscle progenitor,1
1407,1852,cycling endothelial cell,1
1408,1567,arterially-primed endothelial cell,1
1409,2906,endocardium cell progenitor,1
1410,260,cardiac muscle myoblast,1
1411,260,CL:0000513,3
1412,260,cardiac muscle myoblast,1
1413,1819,haematopoietic progenitor,1
1414,1174,OPC/Oligo,1
1415,850,Micro Ctss,1
1416,2819,OPC Pdgfra,1
1417,962,Oligo Opalin,1
1418,2947,L4 Arf5,1
1419,2180,L4 Sparcl1,1
1420,3353,L4 Scnn1a,1
1421,1482,"L4 Scnn1a, L4 Sparcl1",1
1422,3346,"L5 Hsd11b1, L5a Fam5c",1
1423,1982,L5a Batf3,1
1424,2796,L5 Hsd11b1,1
1425,2663,"L5a Fam5c, L5a Batf3",1
1426,3201,"L4 Sparcl1, L5 Ucma",1
1427,1516,L5a Syt17,1
1428,2291,L5b Cdh13,1
1429,2277,L5a Fam5c,1
1430,2223,"L5 Hsd11b1, L4 Scnn1a",1
1431,1477,Sst Myh8,1
1432,2909,L6a Plcxd3,1
1433,1945,"L5a Fam5c, L5 Hsd11b1",1
1434,712,L5 Chrna6,1
1435,620,L5b Samd3,1
1436,1277,"L5a Syt17, L5a Batf3",1
1437,2101,L5 Ucma,1
1438,2365,"L5 Ucma, L4 Sparcl1",1
1439,450,"L6 Car12, L4 Sparcl1",1
1440,558,"L5a Fam5c, L5b Cdh13",1
1441,3288,"L6a Plcxd3, L6a Mgp",1
1442,1833,"L4 Sparcl1, L4 Scnn1a",1
1443,1269,"L4 Arf5, L4 Scnn1a",1
1444,369,Astro Gja1,1
1445,2068,"L2 Ngb, L2/3 Otof",1
1446,3450,L2/3 Otof,1
1447,2785,"L5b Cdh13, L5b Samd3",1
1448,621,"L4 Scnn1a, L4 Arf5",1
1449,3112,"L5a Batf3, L5a Syt17",1
1450,3240,L2 Ngb,1
1451,3470,Pvalb Tacr3,1
1452,3198,Pvalb Wt1,1
1453,899,"Pvalb Wt1, Pvalb Tacr3",1
1454,279,"Pvalb Wt1, Pvalb Gpx3",1
1455,1678,"Pvalb Tacr3, Pvalb Wt1",1
1456,586,"Pvalb Rspo2, Pvalb Wt1",1
1457,3195,Pvalb Rspo2,1
1458,842,"Pvalb Obox3, Pvalb Wt1",1
1459,3015,Pvalb Obox3,1
1460,370,Pvalb Gpx3,1
1461,2480,Pvalb Cpne5,1
1462,2768,Pvalb Tpbg,1
1463,807,"Pvalb Rspo2, Pvalb Gpx3",1
1464,314,"Pvalb Obox3, Pvalb Gpx3",1
1465,2181,"Pvalb Wt1, Pvalb Rspo2",1
1466,583,"L5 Hsd11b1, L4 Arf5",1
1467,471,"L5a Batf3, L5a Fam5c",1
1468,3409,"L5a Fam5c, L4 Arf5",1
1469,1962,"L6a Mgp, L6a Plcxd3",1
1470,309,"L5b Samd3, L5b Cdh13",1
1471,1045,L6 Car12,1
1472,1697,"L5 Ucma, L5a Batf3",1
1473,1506,"L5 Ucma, L5a Fam5c",1
1474,1703,L6 Syt17,1
1475,1043,"L6 Car12, L6 Syt17",1
1476,2790,Sst Cbln4,1
1477,2189,Vip Cxcl14_Car4,1
1478,1759,Vip Gpc3,1
1479,591,Vip Mybpc1,1
1480,383,Vip Chat,1
1481,2379,"Vip Gpc3, Vip Cxcl14_Car4",1
1482,3474,L6a Mgp,1
1483,2523,"Vip Cxcl14_Car4, Vip Mybpc1",1
1484,3313,Vip Sncg,1
1485,2527,"Pvalb Gpx3, Pvalb Wt1",1
1486,1537,"Pvalb Tpbg, Pvalb Tacr3",1
1487,1818,"Sst Cdk6, Sst Myh8",1
1488,2146,"Sst Th, Sst Myh8",1
1489,1965,"Vip Gpc3, Vip Chat",1
1490,3459,"Vip Mybpc1, Vip Cxcl14_Car4",1
1491,2419,"glutamatergic neuron of primary visual area, layer 5a",1
1492,2774,"GABAergic neuron of primary visual area, layer 5 and layer 6",1
1493,1520,"GABAergic neuron of primary visual area, layer 1 to 4",1
1494,984,endothelial cell OR oligodendrocyte precursor cell of primary visual cortex,1
1495,2983,astrocyte of primary visual cortex,1
1496,453,"glutamatergic neuron of primary visual cortex, layer 2/3 and layer 4",1
1497,2967,GABAergic neuron of primary visual cortex,1
1498,344,"glutamatergic neuron of primary visual area, layer 4",1
1499,2107,"glutamatergic neuron of primary visual cortex, layer 2/3",1
1500,430,"glutamatergic neuron of primary visual cortex, layer 2",1
1501,1987,"glutamatergic neuron of primary visual area, layer 2/3 and layer 4",1
1502,1427,L6a Car12,1
1503,2239,"L6a Syt17, L6a Car12",1
1504,929,L6a Syt17,1
1505,3181,"Sst Cbln4, Sst Cdk6",1
1506,573,"glutamatergic neuron of primary visual area, layer 5a and layer 6a",1
1507,1777,Sst Chodl,1
1508,1255,"L4 Arf5, L4 Sparcl1",1
1509,2283,"L6a Plcxd3, L5a Batf3",1
1510,972,"L4 Sparcl1, L4 Arf5",1
1511,1130,"L4 Scnn1a, L5 Hsd11b1",1
1512,926,"Pvalb Tacr3, Pvalb Gpx3",1
1513,1548,Sst Th,1
1514,478,Sst Cdk6,1
1515,1418,"Sst Cdk6, Sst Cbln4",1
1516,1760,Sst Tacstd2,1
1517,473,"Sst Myh8, Sst Cdk6",1
1518,1108,"OPC/Oligo, Oligo Opalin",1
1519,990,Sncg,1
1520,2027,Endo Tbc1d4,1
1521,905,Ndnf Car4,1
1522,1836,Igtp,1
1523,2432,Ndnf Cxcl14,1
1524,2292,"Ndnf Cxcl14, Vip Cxcl14_Car4",1
1525,741,"Cd34, Ndnf Cxcl14",1
1526,345,Cd34,1
1527,683,"Vip Chat, Vip Gpc3",1
1528,2681,"L4 Sparcl1, L2/3 Otof",1
1529,714,"L2/3 Otof, L2 Ngb",1
1530,2372,"Vip Sncg, Vip Mybpc1",1
1531,2538,"Ndnf Cxcl14, Cd34",1
1532,3391,"Ndnf Car4, Ndnf Cxcl14",1
1533,629,"Vip Cxcl14_Car4, Vip Chat",1
1534,693,"Sst Tacstd2, Sst Cbln4",1
1535,2450,"Sst Th, Pvalb Gpx3",1
1536,3013,"Endo Myl9, OPC Pdgfra",1
1537,2890,"L5a Batf3, L6a Plcxd3",1
1538,2638,"L2/3 Otof, L4 Sparcl1",1
1539,2655,"Ndnf Cxcl14, Vip Gpc3",1
1540,715,"Vip Cxcl14_Car4, Ndnf Cxcl14",1
1541,1067,"L6b Mup5, L6a Plcxd3",1
1542,778,L6b Trh,1
1543,1301,L6b Mup5,1
1544,1903,"L6a Plcxd3, Pvalb Gpx3",1
1545,2760,Endo Myl9,1
1546,2461,"L6b Trh, L6b Mup5",1
1547,792,"Vip Cxcl14_Car4, Vip Gpc3",1
1548,1737,"Sst Tacstd2, Pvalb Rspo2",1
1549,2503,"Sst Th, Sst Cbln4",1
1550,549,"Pvalb Gpx3, Pvalb Tacr3",1
1551,1168,"Pvalb Gpx3, Pvalb Rspo2",1
1552,1270,"Pvalb Tacr3, Igtp",1
1553,587,"Vip Chat, Vip Cxcl14_Car4",1
1554,1637,"Pvalb Tpbg, Pvalb Gpx3",1
1555,2779,"L6a Plcxd3, L6b Mup5",1
1556,3011,"Sst Cbln4, Vip Chat",1
1557,1473,"L6 Syt17, L5a Syt17",1
1558,3072,"L5a Fam5c, L5a Syt17",1
1559,305,oligodendrocyte of primary visual cortex,1
1560,2905,"glutamatergic neuron of primary visual area, layer 5b",1
1561,1526,"glutamatergic neuron of primary visual area, layer 5",1
1562,2266,"glutamatergic neuron of primary visual area, layer 5 and layer 5a",1
1563,3093,"glutamatergic neuron of primary visual area, layer 4 and layer 5",1
1564,804,"glutamatergic neuron of primary visual area, layer 6b",1
1565,3154,"glutamatergic neuron of primary visual area, layer 6a and layer 6b",1
1566,819,endothelial cell of primary visual cortex,1
1567,2799,"glutamatergic neuron of primary visual area, layer 6a",1
1568,1181,microglial cell of primary visual cortex,1
1569,2912,oligodendrocyte precursor cell of primary visual cortex,1
1570,2924,oligodendrocyte OR oligodendrocyte precursor cell of primary visual cortex,1
1571,2702,"glutamatergic neuron of primary visual cortex, layer 2 and layer 2/3",1
1572,2157,"glutamatergic neuron of primary visual area, layer 6",1
1573,848,"glutamatergic neuron of primary visual area, layer 4 and layer 6",1
1574,2546,"glutamatergic neuron of primary visual area, layer 5a and layer 5b",1
1575,979,"GABAergic neuron of primary visual cortex, layer 5 and layer 6",1
1576,2942,"glutamatergic neuron of primary visual area, layer 5a and layer 6",1
1577,1618,neurogliaform cell of primary visual cortex,1
1578,911,"glutamatergic neuron of primary visual area, layer 5 and layer 6a",1
1579,3085,medial ganglionic eminence progenitor,1
1580,823,nCTX.125.SST,1
1581,1215,nCTX.125.CORT,1
1582,1713,ip.125.DLL1,1
1583,2249,pMGE.125.FRZB,1
