celltype_name	celltype_id	name_type
kidney capillary endothelial cell	CTP0000142	name
CL:1000892	CTP0000142	ontology
kidney capillary endothelial cell	CTP0000142	name
kidney loop of Henle ascending limb epithelial cell	CTP0000143	name
CL:1001016	CTP0000143	ontology
kidney loop of Henle ascending limb epithelial cell	CTP0000143	name
DN1 thymic pro-T cell	CTP0000144	name
CL:0000894	CTP0000144	ontology
DN1 thymic pro-T cell	CTP0000144	name
kidney proximal straight tubule epithelial cell	CTP0000145	name
CL:1000839	CTP0000145	ontology
kidney proximal straight tubule epithelial cell	CTP0000145	name
hepatocyte	CTP0000028	name
CL:0000182	CTP0000028	ontology
hepatocyte	CTP0000028	name
duct epithelial cell	CTP0000146	name
CL:0000068	CTP0000146	ontology
duct epithelial cell	CTP0000146	name
skeletal muscle satellite cell	CTP0000147	name
CL:0000594	CTP0000147	ontology
skeletal muscle satellite cell	CTP0000147	name
endothelial cell	CTP0000002	name
CL:0000115	CTP0000002	ontology
endothelial cell	CTP0000002	name
endothelial cell of hepatic sinusoid	CTP0000148	name
CL:1000398	CTP0000148	ontology
endothelial cell of hepatic sinusoid	CTP0000148	name
bladder urothelial cell	CTP0000149	name
CL:1001428	CTP0000149	ontology
bladder urothelial cell	CTP0000149	name
bladder cell	CTP0000150	name
CL:1001319	CTP0000150	ontology
bladder cell	CTP0000150	name
neuroendocrine cell	CTP0000151	name
CL:0000165	CTP0000151	ontology
neuroendocrine cell	CTP0000151	name
mesenchymal cell	CTP0000152	name
CL:0008019	CTP0000152	ontology
mesenchymal cell	CTP0000152	name
blood cell	CTP0000153	name
CL:0000081	CTP0000153	ontology
blood cell	CTP0000153	name
cardiac muscle cell	CTP0000154	name
CL:0000746	CTP0000154	ontology
cardiac muscle cell	CTP0000154	name
endocardial cell	CTP0000155	name
CL:0002350	CTP0000155	ontology
endocardial cell	CTP0000155	name
basal cell	CTP0000014	name
CL:0000646	CTP0000014	ontology
basal cell	CTP0000014	name
luminal epithelial cell of mammary gland	CTP0000156	name
CL:0002326	CTP0000156	ontology
luminal epithelial cell of mammary gland	CTP0000156	name
microglial cell	CTP0000157	name
CL:0000129	CTP0000157	ontology
microglial cell	CTP0000157	name
mesenchymal stem cell of adipose	CTP0003282	name
keratinocyte stem cell	CTP0000158	name
CL:0002337	CTP0000158	ontology
keratinocyte stem cell	CTP0000158	name
granulocyte monocyte progenitor cell	CTP0000159	name
CL:0000557	CTP0000159	ontology
granulocyte monocyte progenitor cell	CTP0000159	name
skeletal muscle satellite stem cell	CTP0000160	name
CL:0008011	CTP0000160	ontology
skeletal muscle satellite stem cell	CTP0000160	name
astrocyte of the cerebral cortex	CTP0000161	name
CL:0002605	CTP0000161	ontology
astrocyte of the cerebral cortex	CTP0000161	name
enteroendocrine cell	CTP0000162	name
CL:0000164	CTP0000162	ontology
enteroendocrine cell	CTP0000162	name
large intestine goblet cell	CTP0000163	name
CL:1000320	CTP0000163	ontology
large intestine goblet cell	CTP0000163	name
epithelial cell of proximal tubule	CTP0000164	name
CL:0002306	CTP0000164	ontology
epithelial cell of proximal tubule	CTP0000164	name
Slamf1-negative multipotent progenitor cell	CTP0000165	name
CL:0002035	CTP0000165	ontology
Slamf1-negative multipotent progenitor cell	CTP0000165	name
professional antigen presenting cell	CTP0000166	name
CL:0000145	CTP0000166	ontology
professional antigen presenting cell	CTP0000166	name
pancreatic A cell	CTP0000167	name
CL:0000171	CTP0000167	ontology
pancreatic A cell	CTP0000167	name
type B pancreatic cell	CTP0000168	name
CL:0000169	CTP0000168	ontology
type B pancreatic cell	CTP0000168	name
pancreatic PP cell	CTP0000169	name
CL:0002275	CTP0000169	ontology
pancreatic PP cell	CTP0000169	name
pancreatic ductal cell	CTP0000170	name
CL:0002079	CTP0000170	ontology
pancreatic ductal cell	CTP0000170	name
pancreatic stellate cell	CTP0000171	name
CL:0002410	CTP0000171	ontology
pancreatic stellate cell	CTP0000171	name
brush cell of epithelium proper of large intestine	CTP0000119	name
CL:0002203	CTP0000119	ontology
Brush cell of epithelium proper of large intestine	CTP0000119	alias
megakaryocyte-erythroid progenitor cell	CTP0000172	name
CL:0000050	CTP0000172	ontology
megakaryocyte-erythroid progenitor cell	CTP0000172	name
myofibroblast cell	CTP0000173	name
CL:0000186	CTP0000173	ontology
myofibroblast cell	CTP0000173	name
common lymphoid progenitor	CTP0000174	name
CL:0000051	CTP0000174	ontology
common lymphoid progenitor	CTP0000174	name
pancreatic acinar cell	CTP0000175	name
CL:0002064	CTP0000175	ontology
pancreatic acinar cell	CTP0000175	name
epidermal cell	CTP0000176	name
CL:0000362	CTP0000176	ontology
epidermal cell	CTP0000176	name
oligodendrocyte precursor cell	CTP0000177	name
CL:0002453	CTP0000177	ontology
oligodendrocyte precursor cell	CTP0000177	name
erythrocyte	CTP0000178	name
CL:0000232	CTP0000178	ontology
erythrocyte	CTP0000178	name
epithelial cell of lung	CTP0000179	name
CL:0000082	CTP0000179	ontology
epithelial cell of lung	CTP0000179	name
stem cell of epidermis	CTP0000180	name
CL:1000428	CTP0000180	ontology
stem cell of epidermis	CTP0000180	name
brain pericyte	CTP0000181	name
CL:2000043	CTP0000181	ontology
brain pericyte	CTP0000181	name
Bergmann glial cell	CTP0000182	name
CL:0000644	CTP0000182	ontology
Bergmann glial cell	CTP0000182	name
Slamf1-positive multipotent progenitor cell	CTP0000183	name
CL:0002036	CTP0000183	ontology
Slamf1-positive multipotent progenitor cell	CTP0000183	name
mature natural killer cell	CTP0000184	name
CL:0000824	CTP0000184	ontology
mature natural killer cell	CTP0000184	name
pancreatic D cell	CTP0000185	name
CL:0000173	CTP0000185	ontology
pancreatic D cell	CTP0000185	name
Kupffer cell	CTP0000186	name
CL:0000091	CTP0000186	ontology
Kupffer cell	CTP0000186	name
immature natural killer cell	CTP0000187	name
CL:0000823	CTP0000187	ontology
immature natural killer cell	CTP0000187	name
immature NK T cell	CTP0000188	name
CL:0000914	CTP0000188	ontology
immature NK T cell	CTP0000188	name
cardiac neuron	CTP0000189	name
CL:0010022	CTP0000189	ontology
cardiac neuron	CTP0000189	name
pre-natural killer cell	CTP0000190	name
CL:0000937	CTP0000190	ontology
pre-natural killer cell	CTP0000190	name
globose cell of olfactory epithelium	CTP0000191	name
CL:0002171	CTP0000191	ontology
globose cell of olfactory epithelium	CTP0000191	name
basal proper cell of olfactory epithelium	CTP0000192	name
CL:0002184	CTP0000192	ontology
basal proper cell of olfactory epithelium	CTP0000192	name
immediate neural precursor cell	CTP0000997	name
secretory cell	CTP0000193	name
CL:0000151	CTP0000193	ontology
secretory cell	CTP0000193	name
respiratory basal cell	CTP0000194	name
CL:0002633	CTP0000194	ontology
respiratory basal cell	CTP0000194	name
sustentacular cell	CTP0000195	name
CL:0000703	CTP0000195	ontology
sustentacular cell	CTP0000195	name
Bowman's gland cell	CTP0002521	name
microvillous olfactory receptor neuron	CTP0000196	name
CL:0000848	CTP0000196	ontology
microvillous olfactory receptor neuron	CTP0000196	name
respiratory ciliated cell	CTP0000556	name
immune cell	CTP0002846	name
respiratory horizontal basal cell	CTP0000824	name
dorsal sustentacular cell	CTP0002735	name
ventral sustentacular cell	CTP0001860	name
respiratory secretory cell	CTP0000882	name
microvillous brush-like cell	CTP0002675	name
globose basal cell	CTP0002233	name
atypical olfactory sensory neuron	CTP0002288	name
microvillous ionocyte-like cell	CTP0000324	name
olfactory horizontal basal cell	CTP0001755	name
mature olfactory sensory neuron	CTP0003050	name
fibroblast of cardiac tissue	CTP0000197	name
CL:0002548	CTP0000197	ontology
fibroblast of cardiac tissue	CTP0000197	name
cardiac endothelial cell	CTP0000198	name
CL:0010008	CTP0000198	ontology
cardiac endothelial cell	CTP0000198	name
cardiomyocyte	CTP0002356	name
Schwann cell	CTP0000199	name
CL:0002573	CTP0000199	ontology
Schwann cell	CTP0000199	name
cardiac endothelial cell of lymphatic vessel	CTP0002999	name
proliferating cell	CTP0001981	name
epicardium	CTP0000472	name
dendritic-like cell	CTP0000578	name
smooth muscle cell 2	CTP0002972	name
cardiac endothelial cell 2	CTP0000300	name
fibroblast of cardiac tissue 1	CTP0001690	name
macrophage 2	CTP0000603	name
fibroblast of cardiac tissue 9	CTP0001244	name
smooth muscle cell 1	CTP0003006	name
cardiac endothelial cell 3	CTP0001892	name
fibroblast of cardiac tissue 8	CTP0003164	name
macrophage 1	CTP0003323	name
endocardial cell 1	CTP0001199	name
macrophage 4	CTP0000569	name
fibroblast of cardiac tissue 4	CTP0002868	name
endocardial cell 2	CTP0002545	name
fibroblast of cardiac tissue 2	CTP0002677	name
fibroblast of cardiac tissue 7	CTP0001680	name
macrophage 3	CTP0002605	name
fibroblast of cardiac tissue 6	CTP0001633	name
fibroblast of cardiac tissue 3	CTP0000745	name
fibroblast of cardiac tissue 5	CTP0000889	name
cardiac endothelial cell 1	CTP0003202	name
immature neuron 2	CTP0001223	name
granule cell 3	CTP0002753	name
perivasular macrophage	CTP0002102	name
granule cell 1	CTP0003334	name
astrocyte 5	CTP0002326	name
microglia	CTP0003422	name
granule cell 0	CTP0001445	name
intermediate precursor cell	CTP0003205	name
vasoactive intestinal peptide positive neuron	CTP0001661	name
vascular leptomeningeal cell	CTP0000200	name
CL:4023051	CTP0000200	ontology
vascular leptomeningeal cell	CTP0000200	name
calretinin neuron	CTP0001551	name
astrocyte 14	CTP0000626	name
granule cell 24	CTP0003142	name
anterior olfactory nucleus mitral/tufted cell	CTP0002838	name
external tufted cell	CTP0001134	name
interneuron 12	CTP0003200	name
mitral/tufted cell	CTP0000298	name
olfactory ensheathing cell	CTP0000201	name
CL:0011028	CTP0000201	ontology
olfactory ensheathing cell	CTP0000201	name
vascular cell	CTP0002235	name
astrocyte	CTP0000017	name
CL:0000127	CTP0000017	ontology
astrocyte	CTP0000017	name
olfactory bulb interneuron	CTP0000202	name
CL:1001434	CTP0000202	ontology
olfactory bulb interneuron	CTP0000202	name
immature neuron	CTP0003084	name
dopaminergic neuron	CTP0000203	name
CL:0000700	CTP0000203	ontology
dopaminergic neuron	CTP0000203	name
olfactory granule cell	CTP0000204	name
CL:0000626	CTP0000204	ontology
olfactory granule cell	CTP0000204	name
immature neuron 7	CTP0001007	name
interneuron 8	CTP0001849	name
leptomeningeal cell	CTP0000205	name
CL:0000708	CTP0000205	ontology
leptomeningeal cell	CTP0000205	name
central nervous system pericyte	CTP0000206	name
CL:0002575	CTP0000206	ontology
central nervous system pericyte	CTP0000206	name
neural progenitor cell	CTP0000207	name
CL:0011020	CTP0000207	ontology
neural progenitor cell	CTP0000207	name
oligodendrocyte A	CTP0003128	name
cortical interneuron	CTP0000208	name
CL:0008031	CTP0000208	ontology
cortical interneuron	CTP0000208	name
cortical layer 2-3 excitatory neuron	CTP0000335	name
cerebral cortex endothelial cell	CTP0000209	name
CL:1001602	CTP0000209	ontology
cerebral cortex endothelial cell	CTP0000209	name
pyramidal neuron	CTP0000210	name
CL:0000598	CTP0000210	ontology
pyramidal neuron	CTP0000210	name
cortical layer 4 excitatory neuron	CTP0002256	name
excitatory neuron	CTP0000211	name
CL:0008030	CTP0000211	ontology
excitatory neuron	CTP0000211	name
phagocyte	CTP0000212	name
CL:0000234	CTP0000212	ontology
phagocyte	CTP0000212	name
cerebral cortex glial cell	CTP0000213	name
CL:1001579	CTP0000213	ontology
cerebral cortex glial cell	CTP0000213	name
cortical layer 5-6 excitatory neuron	CTP0000732	name
SST-expressing interneuron	CTP0000750	name
oligodendrocyte C	CTP0000947	name
SV2C-expressing interneuron	CTP0003032	name
pyramidal neuron?	CTP0001843	name
oligodendrocyte B	CTP0002803	name
mixed excitatory neuron	CTP0000466	name
VIP-expressing interneuron	CTP0001449	name
cortical layer 2-3 excitatory neuron B	CTP0001679	name
PVALB-expressing interneuron	CTP0000560	name
cortical layer 2-3 excitatory neuron A	CTP0002693	name
mixed glial cell?	CTP0001138	name
kidney loop of Henle epithelial cell	CTP0000214	name
CL:1000909	CTP0000214	ontology
kidney loop of Henle epithelial cell	CTP0000214	name
ureteric bud	CTP0000528	name
pelvic epithelium cell - distal ureteric bud	CTP0003306	name
nephron progenitor	CTP0002229	name
renal filtration cell	CTP0000215	name
CL:0002522	CTP0000215	ontology
renal filtration cell	CTP0000215	name
connecting nephron tubules/principal cell - proximal ureteric bud	CTP0000871	name
kidney interstitial myofibroblast	CTP0000216	name
CL:1000691	CTP0000216	ontology
kidney interstitial myofibroblast	CTP0000216	name
renal vesicle	CTP0001485	name
glomerular visceral epithelial cell	CTP0000217	name
CL:0000653	CTP0000217	ontology
glomerular visceral epithelial cell	CTP0000217	name
metanephric cap	CTP0003394	name
S shaped body	CTP0002784	name
fibroblast type 1	CTP0000647	name
macrophage type 1	CTP0002856	name
stroma progenitor	CTP0001817	name
myofibroblast type 2	CTP0002465	name
proliferating myofibroblast	CTP0001975	name
proximal ureteric bud cell	CTP0002105	name
myofibroblast cell type 1	CTP0002370	name
fibroblast type 2	CTP0002816	name
proliferating fibroblast	CTP0003144	name
connecting nephron tubules/principal cells - proximal ureteric bud	CTP0002089	name
medial S shaped body cell	CTP0000950	name
distal renal vesicle cell	CTP0000986	name
proliferating natural killer cell	CTP0002877	name
proliferating conventional dendritic cell type 2	CTP0001832	name
conventional dendritic cell type 2	CTP0000852	name
macrophage type 2	CTP0000736	name
distal S shaped body cell	CTP0002879	name
prolifirating B cell	CTP0000443	name
proliferating distal renal vesicle cell	CTP0002125	name
cap mesenchyme cell	CTP0003036	name
conventional dendritic cell type 1	CTP0001564	name
prolifirating stroma progenitor	CTP0001420	name
proliferating cap mesenchyme cell	CTP0002595	name
proximal S shaped body cell	CTP0001612	name
proximal renal vesicle cell	CTP0002552	name
innate lymphocyte-like cell	CTP0001500	name
prolifirating macrophage	CTP0001357	name
proliferating monocyte	CTP0002206	name
myeloid progenitor	CTP0000627	name
hematopoietic multipotent progenitor	CTP0002712	name
erythroid progenitor	CTP0003100	name
monocyte progenitor	CTP0000934	name
dendritic progenitor	CTP0002394	name
megakaryocyte progenitor	CTP0001207	name
erythroid progenitor cell	CTP0000218	name
CL:0000038	CTP0000218	ontology
erythroid progenitor cell	CTP0000218	name
megakaryocyte progenitor cell	CTP0000219	name
CL:0000553	CTP0000219	ontology
megakaryocyte progenitor cell	CTP0000219	name
hematopoietic multipotent progenitor cell	CTP0000220	name
CL:0000837	CTP0000220	ontology
hematopoietic multipotent progenitor cell	CTP0000220	name
common dendritic progenitor	CTP0000221	name
CL:0001029	CTP0000221	ontology
common dendritic progenitor	CTP0000221	name
common myeloid progenitor	CTP0000222	name
CL:0000049	CTP0000222	ontology
common myeloid progenitor	CTP0000222	name
Sertoli cell	CTP0000223	name
CL:0000216	CTP0000223	ontology
Sertoli cell	CTP0000223	name
spermatocyte	CTP0000224	name
CL:0000017	CTP0000224	ontology
spermatocyte	CTP0000224	name
spermatogonium	CTP0000225	name
CL:0000020	CTP0000225	ontology
spermatogonium	CTP0000225	name
Leydig cell and peritubular myoid cell	CTP0000801	name
spermatid	CTP0000226	name
CL:0000018	CTP0000226	ontology
spermatid	CTP0000226	name
differentiated_P7	CTP0002228	name
differentiated	CTP0001785	name
resting basal_P28Adult	CTP0000666	name
cycling basal_P28Adult	CTP0002186	name
differentiated_P28Adult	CTP0000838	name
resting basal_P7	CTP0001230	name
cycling basal_P7	CTP0002689	name
stromal cell type 2a	CTP0001783	name
pericyte type 1	CTP0000803	name
endothelial cell type 2	CTP0002945	name
stromal cel type 2b	CTP0001402	name
stromal cell type 3	CTP0002435	name
stromal cell type 4	CTP0002175	name
pericyte type 2	CTP0000768	name
smooth muscle cell of colon	CTP0000227	name
CL:1000280	CTP0000227	ontology
smooth muscle cell of colon	CTP0000227	name
cortical intermediate progenitor	CTP0003115	name
canonical glycolysis	CTP0002537	name
mesen/rhombencephalon inhibitory neuron	CTP0003453	name
diencephalon inhibitory neuron	CTP0003373	name
cortical neural progenitor cell	CTP0002553	name
lateral ganglionic eminence inhibitory neuron	CTP0000989	name
ganglionic eminence neural progenitor cell	CTP0000589	name
diencephalon excitatory neuron	CTP0003326	name
cortical excitatory neuron	CTP0000835	name
mesen/rhombencephalon excitatory neuron	CTP0001949	name
non-telencephalon neural progenitor cell	CTP0002161	name
lateral ganglionic eminence inhibitory neurons	CTP0002434	name
mesen/rhombencephalon inhibitory neurons	CTP0001758	name
glycolysis state	CTP0002639	name
mesen/rhombencephalon excitatory neurons	CTP0003259	name
medial ganglionic eminence/caudal ganglionic eminence inhibitory neurons	CTP0000566	name
retinal pigment epithelial cell	CTP0000228	name
CL:0002586	CTP0000228	ontology
retinal pigment epithelial cell	CTP0000228	name
melanocyte	CTP0000229	name
CL:0000148	CTP0000229	ontology
melanocyte	CTP0000229	name
T cell/natural killer cell	CTP0002821	name
vein endothelial cell	CTP0000230	name
CL:0002543	CTP0000230	ontology
vein endothelial cell	CTP0000230	name
capillary endothelial cell	CTP0000231	name
CL:0002144	CTP0000231	ontology
capillary endothelial cell	CTP0000231	name
endothelial cell of artery	CTP0000232	name
CL:1000413	CTP0000232	ontology
endothelial cell of artery	CTP0000232	name
retinal pigment epithelial cell/retinal rod cell/melanocyte	CTP0001839	name
leukocyte/other	CTP0002793	name
choriocapillaris endothelial cell	CTP0000385	name
white blood cell/other 1	CTP0002963	name
vein endothelial cell 2	CTP0002938	name
white blood cell/other 2	CTP0000531	name
vein endothelial cell 1	CTP0000645	name
Schwann cell 2	CTP0002612	name
Schwann cell 1	CTP0001297	name
pancreatic B cell	CTP0001538	name
pancreatic epsilon cell	CTP0000233	name
CL:0005019	CTP0000233	ontology
pancreatic epsilon cell	CTP0000233	name
Muller cell	CTP0003436	name
retinal ganglion cell	CTP0000234	name
CL:0000740	CTP0000234	ontology
retinal ganglion cell	CTP0000234	name
amacrine cell	CTP0000235	name
CL:0000561	CTP0000235	ontology
amacrine cell	CTP0000235	name
retinal rod cell	CTP0000236	name
CL:0000604	CTP0000236	ontology
retinal rod cell	CTP0000236	name
retinal bipolar neuron	CTP0000237	name
CL:0000748	CTP0000237	ontology
retinal bipolar neuron	CTP0000237	name
retinal cone cell	CTP0000238	name
CL:0000573	CTP0000238	ontology
retinal cone cell	CTP0000238	name
retinal rod cell CCA0	CTP0002678	name
retinal rod cell CCA1	CTP0000832	name
retinal bipolar neuron CCA8	CTP0001051	name
retinal bipolar neuron CCA2	CTP0002276	name
other	CTP0003314	name
retinal bipolar neuron CCA6	CTP0000525	name
retinal bipolar neuron CCA7	CTP0003303	name
retinal rod cell CCA10	CTP0002932	name
amacrine cell CCA9	CTP0000374	name
nephron progenitor cell A	CTP0002895	name
ureteric bud; kidney collecting duct cell	CTP0001959	name
medial; distal S-shaped body 	CTP0000955	name
nephron progenitor cell D	CTP0002569	name
S-shaped body podocyte precursor cell	CTP0001113	name
nephron progenitor cell C	CTP0002603	name
early kidney proxmial tubule cell	CTP0002445	name
kidney interstitial cell A	CTP0002908	name
glomerular endothelial cell	CTP0000239	name
CL:0002188	CTP0000239	ontology
glomerular endothelial cell	CTP0000239	name
S-shaped body proximal precursor cell	CTP0001187	name
kidney interstitial progenitor cell	CTP0003375	name
renal vesicle; comma-shaped body A	CTP0000839	name
pretubular aggregate	CTP0002082	name
nephron progenitor cell B	CTP0001335	name
kidney interstitial cell B	CTP0001828	name
kidney connecting tubule epithelial cell	CTP0000240	name
CL:1000768	CTP0000240	ontology
kidney connecting tubule epithelial cell	CTP0000240	name
renal vesicle; comma-shaped body B	CTP0003218	name
paneth-like cell	CTP0001584	name
paneth cell of epithelium of small intestine	CTP0000241	name
CL:1000343	CTP0000241	ontology
paneth cell of epithelium of small intestine	CTP0000241	name
intestinal enteroendocrine cell	CTP0000242	name
CL:1001516	CTP0000242	ontology
intestinal enteroendocrine cell	CTP0000242	name
intestinal crypt stem cell	CTP0000243	name
CL:0002250	CTP0000243	ontology
intestinal crypt stem cell	CTP0000243	name
small intestine goblet cell	CTP0000244	name
CL:1000495	CTP0000244	ontology
small intestine goblet cell	CTP0000244	name
intestinal crypt transit amplifying cell	CTP0001185	name
enterocyte of epithelium of small intestine	CTP0000245	name
CL:1000334	CTP0000245	ontology
enterocyte of epithelium of small intestine	CTP0000245	name
stem cell	CTP0000246	name
CL:0000034	CTP0000246	ontology
stem cell	CTP0000246	name
transit amplifying cell	CTP0000247	name
CL:0009010	CTP0000247	ontology
transit amplifying cell	CTP0000247	name
enterocyte	CTP0000019	name
CL:0000584	CTP0000019	ontology
enterocyte	CTP0000019	name
goblet	CTP0001139	name
progenitor	CTP0002128	name
epithelial progenitor cell of small intestine	CTP0003356	name
epithelial progenitor cell of large intestine	CTP0001527	name
paneth cell	CTP0000248	name
CL:0000510	CTP0000248	ontology
paneth cell	CTP0000248	name
proliferative kidney interstitial cell 4	CTP0002140	name
kidney interstitial cell 7	CTP0001011	name
epithelial cell of proximal tubule 4	CTP0002901	name
epithelial cell of proximal tubule 3	CTP0003244	name
kidney interstitial cell 11	CTP0002165	name
glomerular visceral epithelial cell 3	CTP0000938	name
unknown 2	CTP0002634	name
parietal epithelial cell 1	CTP0002039	name
glomerular visceral epithelial cell 1	CTP0000470	name
distal nephron progenitor	CTP0001019	name
medial/distal nephron progenitor 4	CTP0002611	name
early glomerular visceral epithelial cell 4	CTP0001560	name
unknown 1	CTP0000520	name
medial/distal nephron progenitor 2	CTP0001749	name
nephron progenitor 1	CTP0003086	name
early glomerular visceral epithelial cell 3	CTP0003387	name
kidney interstital cell 1	CTP0000274	name
proliferative kidney interstitial cell 5	CTP0002769	name
committed nephron progenitor	CTP0001324	name
proliferative kidney interstitial cell 3	CTP0002832	name
neuronal cell	CTP0001415	name
kidney interstitial cell 12	CTP0001498	name
muscle cell 1	CTP0001924	name
glomerular visceral epithelial cell 5	CTP0003016	name
kidney interstitial cell 10	CTP0003070	name
glomerular visceral epithelial cell 6	CTP0000749	name
kidney interstitial cell 13	CTP0000590	name
kidney interstitial cell 4	CTP0002998	name
muscle cell 2	CTP0001152	name
committed proliferative nephron progenitor	CTP0001300	name
nephron progenitor 3	CTP0000943	name
early/late glomerular visceral epithelial cell	CTP0000316	name
medial/distal nephron progenitor 6	CTP0003134	name
proliferative nephron progenitor 1	CTP0000764	name
kidney collecting duct cell	CTP0000249	name
CL:1001225	CTP0000249	ontology
kidney collecting duct cell	CTP0000249	name
kidney interstitial cell 9	CTP0001773	name
proliferative nephron progenitor 2	CTP0000317	name
ureteric tip	CTP0003172	name
early glomerular visceral epithelial cell 2	CTP0000380	name
juxtaglomerular complex cell	CTP0000250	name
CL:1000618	CTP0000250	ontology
juxtaglomerular complex cell	CTP0000250	name
kidney interstitial cell 3	CTP0000923	name
epithelial cell of proximal tubule 2	CTP0002731	name
glomerular visceral epithelial cell 2	CTP0002524	name
kidney interstitial cell 6	CTP0001888	name
nephron progenitor 2	CTP0002001	name
parietal epithelial cell 3	CTP0000646	name
medial/distal nephron progenitor 1	CTP0000933	name
proliferative kidney interstital cell 2	CTP0002488	name
glomerular visceral epithelial cell 4	CTP0003235	name
glomerular endothelial cell 3	CTP0003192	name
early glomerular visceral epithelial cell 1	CTP0003065	name
parietal epithelial cell 2	CTP0003175	name
nephron progenitor 4	CTP0003014	name
kidney interstitial cell 5	CTP0002496	name
kidney interstital cell 2	CTP0001667	name
glomerular endothelial cell 2	CTP0002058	name
mixed juxtaglomerular complex cell and mesangial cell 2	CTP0001032	name
mixed erythrocyte and immune cell	CTP0001165	name
kidney interstitial cell 8	CTP0002192	name
glomerular endothelial cell 1	CTP0003034	name
proliferative kidney interstital cell 1	CTP0001642	name
epithelial cell of proximal tubule 1	CTP0000462	name
medial/distal nephron progenitor 5	CTP0002504	name
medial/distal nephron progenitor 3	CTP0003360	name
mixed juxtaglomerular complex cell and mesangial cell 1	CTP0001976	name
alpha-beta T cell	CTP0000251	name
CL:0000789	CTP0000251	ontology
alpha-beta T cell	CTP0000251	name
periportal hepatic sinusoidal endothelial cell	CTP0001845	name
natural killer-like cell	CTP0003352	name
mature B cell	CTP0000252	name
CL:0000785	CTP0000252	ontology
mature B cell	CTP0000252	name
hepatic stellate cell	CTP0000253	name
CL:0000632	CTP0000253	ontology
hepatic stellate cell	CTP0000253	name
cholangiocyte	CTP0000254	name
CL:1000488	CTP0000254	ontology
cholangiocyte	CTP0000254	name
portal endothelial cell	CTP0003179	name
central venous hepatic sinusoidal endothelial cell	CTP0000919	name
central venous liver sinusoidal endothelial cell	CTP0000795	name
non-inflammatory macrophage	CTP0000616	name
NK-like cell	CTP0001766	name
portal liver sinusoidal endothelial cell	CTP0001252	name
periportal liver sinusoidal endothelial cell	CTP0002179	name
fetal endothelial cell	CTP0001698	name
macrophage/monocyte	CTP0001814	name
migratory dendritic cell	CTP0002011	name
not available	CTP0002652	name
conventional dendritic cell 2	CTP0003246	name
tumor T cell	CTP0000532	name
gamma-delta T cell/mucosal invariant T cell	CTP0000675	name
lymph node T cell	CTP0002357	name
conventional dendritic cell 1	CTP0001245	name
cancer associated fibroblast 1	CTP0001524	name
tumour endothelial cell	CTP0003160	name
lymph node fibroblast	CTP0001000	name
cancer associated fibroblast 3	CTP0003051	name
lymph node endothelial cell	CTP0003223	name
cancer associated fibroblast 2	CTP0001016	name
human embryonic fibroblast/induced day type 3 dendritic cell	CTP0000362	name
embryonic fibroblast	CTP0000255	name
CL:2000042	CTP0000255	ontology
embryonic fibroblast	CTP0000255	name
conventional dendritic cell type 1/induced day 9 dendritic cell	CTP0002950	name
human embryonic fibroblast	CTP0003180	name
induced day 9 dendritic cell	CTP0001426	name
progenitor cell	CTP0000256	name
CL:0011026	CTP0000256	ontology
progenitor cell	CTP0000256	name
monocyte 2	CTP0002137	name
monocyte 1	CTP0002960	name
granulocyte 1	CTP0002490	name
multipotent progenitor cell	CTP0000301	name
cycling committed progenitor	CTP0002159	name
CD4-positive monocyte	CTP0002748	name
unspecified	CTP0003064	name
cycling multipotent progenitor cell	CTP0001919	name
granulocyte progenitor	CTP0002169	name
granulocyte 2	CTP0001784	name
committed progenitor	CTP0000384	name
cycling dendritic cell	CTP0000965	name
granulocyte 3	CTP0003472	name
lung macrophage	CTP0000257	name
CL:1001603	CTP0000257	ontology
lung macrophage	CTP0000257	name
lung secretory cell	CTP0000258	name
CL:1000272	CTP0000258	ontology
lung secretory cell	CTP0000258	name
transformed epithelial cell	CTP0000690	name
neoplastic cell	CTP0000259	name
CL:0001063	CTP0000259	ontology
neoplastic cell	CTP0000259	name
acinar cell	CTP0000030	name
CL:0000622	CTP0000030	ontology
acinar cell	CTP0000030	name
co-expression cell	CTP0001780	name
pancreatic endocrine cell	CTP0000033	name
CL:0008024	CTP0000033	ontology
pancreatic endocrine cell	CTP0000033	name
alpha cell	CTP0001003	name
ductal cell	CTP0001898	name
delta cell	CTP0000585	name
beta cell	CTP0003094	name
gamma cell	CTP0000507	name
PSC cell	CTP0000995	name
MHC class II cell	CTP0003008	name
unclassified endocrine cell	CTP0001573	name
epsilon cell	CTP0002366	name
unclassified cell	CTP0000617	name
cardiac muscle progenitor	CTP0001013	name
cycling endothelial cell	CTP0001852	name
arterially-primed endothelial cell	CTP0001567	name
endocardium cell progenitor	CTP0002906	name
cardiac muscle myoblast	CTP0000260	name
CL:0000513	CTP0000260	ontology
cardiac muscle myoblast	CTP0000260	name
haematopoietic progenitor	CTP0001819	name
OPC/Oligo	CTP0001174	name
Micro Ctss	CTP0000850	name
OPC Pdgfra	CTP0002819	name
Oligo Opalin	CTP0000962	name
L4 Arf5	CTP0002947	name
L4 Sparcl1	CTP0002180	name
L4 Scnn1a	CTP0003353	name
L4 Scnn1a, L4 Sparcl1	CTP0001482	name
L5 Hsd11b1, L5a Fam5c	CTP0003346	name
L5a Batf3	CTP0001982	name
L5 Hsd11b1	CTP0002796	name
