project_id	experiment_id	omics_id	annotation_class	celltype	logfoldchange	names	method	pval	pvals_adj	scores	layer	father_uplayer	mark	annotation_id	logfoldchange_rank	pval_rank	gene_id	ontology
PRO000000289	EPT000000294	SCT000000266	annotation_au	Hepatocyte_5	2.38	Gene:hsa:2243	wilcoxon	0.0	0.0	18.7	1	root	SCT000000266|wilcoxon|Hepatocyte_5	ANO000000170	23.0	18.0	2243	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Hepatocyte_5	2.95	Gene:hsa:735	wilcoxon	0.0	0.0	18.7	1	root	SCT000000266|wilcoxon|Hepatocyte_5	ANO000000170	12.0	19.0	735	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Hepatocyte_5	3.59	Gene:hsa:6307	wilcoxon	0.0	0.0	18.7	1	root	SCT000000266|wilcoxon|Hepatocyte_5	ANO000000170	6.0	20.0	6307	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Hepatocyte_5	2.86	Gene:hsa:183	wilcoxon	0.0	0.0	18.7	1	root	SCT000000266|wilcoxon|Hepatocyte_5	ANO000000170	14.0	21.0	183	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Hepatocyte_5	1.33	Gene:hsa:3240	wilcoxon	0.0	0.0	18.5	1	root	SCT000000266|wilcoxon|Hepatocyte_5	ANO000000170	28.0	22.0	3240	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Hepatocyte_5	2.59	Gene:hsa:3263	wilcoxon	0.0	0.0	18.3	1	root	SCT000000266|wilcoxon|Hepatocyte_5	ANO000000170	19.0	23.0	3263	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Hepatocyte_5	2.2	Gene:hsa:348	wilcoxon	0.0	0.0	17.9	1	root	SCT000000266|wilcoxon|Hepatocyte_5	ANO000000170	25.0	24.0	348	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Hepatocyte_5	2.8	Gene:hsa:716	wilcoxon	0.0	0.0	17.9	1	root	SCT000000266|wilcoxon|Hepatocyte_5	ANO000000170	15.0	25.0	716	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Hepatocyte_5	2.44	Gene:hsa:7448	wilcoxon	0.0	0.0	17.8	1	root	SCT000000266|wilcoxon|Hepatocyte_5	ANO000000170	22.0	26.0	7448	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Hepatocyte_5	2.79	Gene:hsa:1	wilcoxon	0.0	0.0	17.7	1	root	SCT000000266|wilcoxon|Hepatocyte_5	ANO000000170	16.0	27.0	1	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Hepatocyte_5	2.56	Gene:hsa:710	wilcoxon	0.0	0.0	17.7	1	root	SCT000000266|wilcoxon|Hepatocyte_5	ANO000000170	20.0	28.0	710	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Hepatocyte_5	2.79	Gene:hsa:338	wilcoxon	0.0	0.0	17.7	1	root	SCT000000266|wilcoxon|Hepatocyte_5	ANO000000170	17.0	29.0	338	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Hepatocyte_5	2.21	Gene:hsa:2266	wilcoxon	0.0	0.0	17.7	1	root	SCT000000266|wilcoxon|Hepatocyte_5	ANO000000170	24.0	30.0	2266	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Hepatocyte_6	2.71	Gene:hsa:1528	wilcoxon	0.0	0.0	19.0	1	root	SCT000000266|wilcoxon|Hepatocyte_6	ANO000000170	7.0	1.0	1528	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Hepatocyte_6	2.15	Gene:hsa:6647	wilcoxon	0.0	0.0	18.8	1	root	SCT000000266|wilcoxon|Hepatocyte_6	ANO000000170	22.0	2.0	6647	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Hepatocyte_6	2.19	Gene:hsa:1622	wilcoxon	0.0	0.0	18.2	1	root	SCT000000266|wilcoxon|Hepatocyte_6	ANO000000170	19.0	3.0	1622	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Hepatocyte_6	3.11	Gene:hsa:3242	wilcoxon	0.0	0.0	18.0	1	root	SCT000000266|wilcoxon|Hepatocyte_6	ANO000000170	3.0	4.0	3242	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Hepatocyte_6	3.79	Gene:hsa:2938	wilcoxon	0.0	0.0	17.6	1	root	SCT000000266|wilcoxon|Hepatocyte_6	ANO000000170	1.0	5.0	2938	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Hepatocyte_6	2.39	Gene:hsa:51181	wilcoxon	0.0	0.0	17.4	1	root	SCT000000266|wilcoxon|Hepatocyte_6	ANO000000170	12.0	6.0	51181	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Hepatocyte_6	2.14	Gene:hsa:5037	wilcoxon	0.0	0.0	17.4	1	root	SCT000000266|wilcoxon|Hepatocyte_6	ANO000000170	23.0	7.0	5037	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Hepatocyte_6	1.52	Gene:hsa:3094	wilcoxon	0.0	0.0	17.3	1	root	SCT000000266|wilcoxon|Hepatocyte_6	ANO000000170	28.0	8.0	3094	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Hepatocyte_6	2.67	Gene:hsa:2168	wilcoxon	0.0	0.0	17.1	1	root	SCT000000266|wilcoxon|Hepatocyte_6	ANO000000170	8.0	9.0	2168	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Hepatocyte_6	3.33	Gene:hsa:27232	wilcoxon	0.0	0.0	16.3	1	root	SCT000000266|wilcoxon|Hepatocyte_6	ANO000000170	2.0	10.0	27232	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Hepatocyte_6	2.38	Gene:hsa:55256	wilcoxon	0.0	0.0	16.1	1	root	SCT000000266|wilcoxon|Hepatocyte_6	ANO000000170	13.0	11.0	55256	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Hepatocyte_6	2.08	Gene:hsa:1652	wilcoxon	0.0	0.0	15.5	1	root	SCT000000266|wilcoxon|Hepatocyte_6	ANO000000170	24.0	12.0	1652	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Hepatocyte_6	2.18	Gene:hsa:9588	wilcoxon	0.0	0.0	15.3	1	root	SCT000000266|wilcoxon|Hepatocyte_6	ANO000000170	21.0	13.0	9588	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Hepatocyte_6	2.46	Gene:hsa:4257	wilcoxon	0.0	0.0	15.3	1	root	SCT000000266|wilcoxon|Hepatocyte_6	ANO000000170	10.0	14.0	4257	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Hepatocyte_6	1.49	Gene:hsa:4697	wilcoxon	0.0	0.0	15.2	1	root	SCT000000266|wilcoxon|Hepatocyte_6	ANO000000170	29.0	15.0	4697	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Hepatocyte_6	2.19	Gene:hsa:400916	wilcoxon	0.0	0.0	15.1	1	root	SCT000000266|wilcoxon|Hepatocyte_6	ANO000000170	20.0	16.0	400916	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Hepatocyte_6	3.01	Gene:hsa:22949	wilcoxon	0.0	0.0	15.1	1	root	SCT000000266|wilcoxon|Hepatocyte_6	ANO000000170	4.0	17.0	22949	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Hepatocyte_6	2.76	Gene:hsa:383	wilcoxon	0.0	0.0	14.8	1	root	SCT000000266|wilcoxon|Hepatocyte_6	ANO000000170	6.0	18.0	383	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Hepatocyte_6	2.63	Gene:hsa:283	wilcoxon	0.0	0.0	14.7	1	root	SCT000000266|wilcoxon|Hepatocyte_6	ANO000000170	9.0	19.0	283	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Hepatocyte_6	2.37	Gene:hsa:4837	wilcoxon	0.0	6e-45	14.5	1	root	SCT000000266|wilcoxon|Hepatocyte_6	ANO000000170	15.0	20.0	4837	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Hepatocyte_6	2.38	Gene:hsa:7276	wilcoxon	0.0	6e-45	14.5	1	root	SCT000000266|wilcoxon|Hepatocyte_6	ANO000000170	14.0	21.0	7276	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Hepatocyte_6	2.45	Gene:hsa:189	wilcoxon	0.0	7e-45	14.5	1	root	SCT000000266|wilcoxon|Hepatocyte_6	ANO000000170	11.0	22.0	189	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Hepatocyte_6	2.34	Gene:hsa:4493	wilcoxon	0.0	4.5e-44	14.4	1	root	SCT000000266|wilcoxon|Hepatocyte_6	ANO000000170	16.0	23.0	4493	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Hepatocyte_6	2.28	Gene:hsa:1892	wilcoxon	0.0	5.9e-44	14.4	1	root	SCT000000266|wilcoxon|Hepatocyte_6	ANO000000170	17.0	24.0	1892	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Hepatocyte_6	1.62	Gene:hsa:27089	wilcoxon	0.0	3.3200000000000004e-43	14.2	1	root	SCT000000266|wilcoxon|Hepatocyte_6	ANO000000170	27.0	25.0	27089	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Hepatocyte_6	2.06	Gene:hsa:4501	wilcoxon	3e-45	1.42e-42	14.1	1	root	SCT000000266|wilcoxon|Hepatocyte_6	ANO000000170	25.0	26.0	4501	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Hepatocyte_6	1.2	Gene:hsa:7314	wilcoxon	8.000000000000001e-45	4.75e-42	14.0	1	root	SCT000000266|wilcoxon|Hepatocyte_6	ANO000000170	30.0	27.0	7314	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Hepatocyte_6	2.02	Gene:hsa:3336	wilcoxon	1e-44	4.75e-42	14.0	1	root	SCT000000266|wilcoxon|Hepatocyte_6	ANO000000170	26.0	28.0	3336	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Hepatocyte_6	2.24	Gene:hsa:350	wilcoxon	6.9e-44	3.42e-41	13.9	1	root	SCT000000266|wilcoxon|Hepatocyte_6	ANO000000170	18.0	29.0	350	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Hepatocyte_6	2.8	Gene:hsa:127	wilcoxon	6.68e-43	3.2399999999999997e-40	13.7	1	root	SCT000000266|wilcoxon|Hepatocyte_6	ANO000000170	5.0	30.0	127	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Inflammatory_Macrophage	6.47	Gene:hsa:4069	wilcoxon	0.0	0.0	42.7	1	root	SCT000000266|wilcoxon|Inflammatory_Macrophage	ANO000000170	1.0	1.0	4069	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Inflammatory_Macrophage	4.47	Gene:hsa:7305	wilcoxon	0.0	0.0	41.2	1	root	SCT000000266|wilcoxon|Inflammatory_Macrophage	ANO000000170	9.0	2.0	7305	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Inflammatory_Macrophage	5.38	Gene:hsa:199	wilcoxon	0.0	0.0	39.6	1	root	SCT000000266|wilcoxon|Inflammatory_Macrophage	ANO000000170	3.0	3.0	199	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Inflammatory_Macrophage	5.41	Gene:hsa:6280	wilcoxon	0.0	0.0	39.2	1	root	SCT000000266|wilcoxon|Inflammatory_Macrophage	ANO000000170	2.0	4.0	6280	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Inflammatory_Macrophage	4.45	Gene:hsa:1520	wilcoxon	0.0	0.0	38.6	1	root	SCT000000266|wilcoxon|Inflammatory_Macrophage	ANO000000170	10.0	5.0	1520	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Inflammatory_Macrophage	2.3	Gene:hsa:2876	wilcoxon	0.0	0.0	38.6	1	root	SCT000000266|wilcoxon|Inflammatory_Macrophage	ANO000000170	23.0	6.0	2876	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Inflammatory_Macrophage	0.546	Gene:hsa:2512	wilcoxon	0.0	0.0	37.3	1	root	SCT000000266|wilcoxon|Inflammatory_Macrophage	ANO000000170	30.0	7.0	2512	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Inflammatory_Macrophage	3.9	Gene:hsa:6282	wilcoxon	0.0	0.0	37.0	1	root	SCT000000266|wilcoxon|Inflammatory_Macrophage	ANO000000170	13.0	8.0	6282	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Inflammatory_Macrophage	2.17	Gene:hsa:1471	wilcoxon	0.0	0.0	36.6	1	root	SCT000000266|wilcoxon|Inflammatory_Macrophage	ANO000000170	25.0	9.0	1471	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Inflammatory_Macrophage	3.58	Gene:hsa:6277	wilcoxon	0.0	0.0	36.2	1	root	SCT000000266|wilcoxon|Inflammatory_Macrophage	ANO000000170	15.0	10.0	6277	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Inflammatory_Macrophage	5.09	Gene:hsa:7940	wilcoxon	0.0	0.0	35.5	1	root	SCT000000266|wilcoxon|Inflammatory_Macrophage	ANO000000170	4.0	11.0	7940	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Inflammatory_Macrophage	4.12	Gene:hsa:2207	wilcoxon	0.0	0.0	35.0	1	root	SCT000000266|wilcoxon|Inflammatory_Macrophage	ANO000000170	12.0	12.0	2207	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Inflammatory_Macrophage	1.9	Gene:hsa:6303	wilcoxon	0.0	0.0	34.6	1	root	SCT000000266|wilcoxon|Inflammatory_Macrophage	ANO000000170	26.0	13.0	6303	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Inflammatory_Macrophage	4.3	Gene:hsa:3122	wilcoxon	0.0	0.0	34.6	1	root	SCT000000266|wilcoxon|Inflammatory_Macrophage	ANO000000170	11.0	14.0	3122	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Inflammatory_Macrophage	0.756	Gene:hsa:2495	wilcoxon	0.0	0.0	34.5	1	root	SCT000000266|wilcoxon|Inflammatory_Macrophage	ANO000000170	29.0	15.0	2495	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Inflammatory_Macrophage	3.21	Gene:hsa:972	wilcoxon	0.0	0.0	33.7	1	root	SCT000000266|wilcoxon|Inflammatory_Macrophage	ANO000000170	19.0	16.0	972	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Inflammatory_Macrophage	2.26	Gene:hsa:5660	wilcoxon	0.0	0.0	33.4	1	root	SCT000000266|wilcoxon|Inflammatory_Macrophage	ANO000000170	24.0	17.0	5660	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Inflammatory_Macrophage	1.88	Gene:hsa:9168	wilcoxon	0.0	0.0	33.2	1	root	SCT000000266|wilcoxon|Inflammatory_Macrophage	ANO000000170	27.0	18.0	9168	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Inflammatory_Macrophage	3.27	Gene:hsa:7431	wilcoxon	0.0	0.0	33.1	1	root	SCT000000266|wilcoxon|Inflammatory_Macrophage	ANO000000170	17.0	19.0	7431	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Inflammatory_Macrophage	3.54	Gene:hsa:6275	wilcoxon	0.0	0.0	33.0	1	root	SCT000000266|wilcoxon|Inflammatory_Macrophage	ANO000000170	16.0	20.0	6275	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Inflammatory_Macrophage	4.94	Gene:hsa:9332	wilcoxon	0.0	0.0	32.6	1	root	SCT000000266|wilcoxon|Inflammatory_Macrophage	ANO000000170	6.0	21.0	9332	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Inflammatory_Macrophage	4.52	Gene:hsa:128346	wilcoxon	0.0	0.0	32.6	1	root	SCT000000266|wilcoxon|Inflammatory_Macrophage	ANO000000170	7.0	22.0	128346	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Inflammatory_Macrophage	2.84	Gene:hsa:10577	wilcoxon	0.0	0.0	32.2	1	root	SCT000000266|wilcoxon|Inflammatory_Macrophage	ANO000000170	20.0	23.0	10577	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Inflammatory_Macrophage	3.68	Gene:hsa:23406	wilcoxon	0.0	0.0	32.2	1	root	SCT000000266|wilcoxon|Inflammatory_Macrophage	ANO000000170	14.0	24.0	23406	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Inflammatory_Macrophage	2.48	Gene:hsa:83442	wilcoxon	0.0	0.0	31.7	1	root	SCT000000266|wilcoxon|Inflammatory_Macrophage	ANO000000170	21.0	25.0	83442	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Inflammatory_Macrophage	1.35	Gene:hsa:4946	wilcoxon	0.0	0.0	31.5	1	root	SCT000000266|wilcoxon|Inflammatory_Macrophage	ANO000000170	28.0	26.0	4946	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Inflammatory_Macrophage	3.26	Gene:hsa:7805	wilcoxon	0.0	0.0	30.8	1	root	SCT000000266|wilcoxon|Inflammatory_Macrophage	ANO000000170	18.0	27.0	7805	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Inflammatory_Macrophage	4.97	Gene:hsa:6279	wilcoxon	0.0	0.0	30.7	1	root	SCT000000266|wilcoxon|Inflammatory_Macrophage	ANO000000170	5.0	28.0	6279	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Inflammatory_Macrophage	4.48	Gene:hsa:1475	wilcoxon	0.0	0.0	30.6	1	root	SCT000000266|wilcoxon|Inflammatory_Macrophage	ANO000000170	8.0	29.0	1475	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Inflammatory_Macrophage	2.46	Gene:hsa:3956	wilcoxon	0.0	0.0	30.3	1	root	SCT000000266|wilcoxon|Inflammatory_Macrophage	ANO000000170	22.0	30.0	3956	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Mature_B_Cell	4.04	Gene:hsa:972	wilcoxon	0.0	0.0	18.9	1	root	SCT000000266|wilcoxon|Mature_B_Cells	ANO000000170	2.0	1.0	972	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Mature_B_Cell	0.891	Gene:hsa:6144	wilcoxon	0.0	0.0	18.8	1	root	SCT000000266|wilcoxon|Mature_B_Cells	ANO000000170	24.0	2.0	6144	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Mature_B_Cell	0.885	Gene:hsa:6232	wilcoxon	0.0	0.0	18.8	1	root	SCT000000266|wilcoxon|Mature_B_Cells	ANO000000170	26.0	3.0	6232	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Mature_B_Cell	1.01	Gene:hsa:6135	wilcoxon	0.0	0.0	18.7	1	root	SCT000000266|wilcoxon|Mature_B_Cells	ANO000000170	14.0	4.0	6135	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Mature_B_Cell	0.844	Gene:hsa:6170	wilcoxon	0.0	0.0	18.6	1	root	SCT000000266|wilcoxon|Mature_B_Cells	ANO000000170	27.0	5.0	6170	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Mature_B_Cell	1.22	Gene:hsa:6142	wilcoxon	0.0	0.0	18.6	1	root	SCT000000266|wilcoxon|Mature_B_Cells	ANO000000170	6.0	6.0	6142	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Mature_B_Cell	0.913	Gene:hsa:6137	wilcoxon	0.0	0.0	18.5	1	root	SCT000000266|wilcoxon|Mature_B_Cells	ANO000000170	22.0	7.0	6137	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Mature_B_Cell	0.978	Gene:hsa:6181	wilcoxon	0.0	0.0	18.5	1	root	SCT000000266|wilcoxon|Mature_B_Cells	ANO000000170	17.0	8.0	6181	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Mature_B_Cell	1.05	Gene:hsa:6228	wilcoxon	0.0	0.0	18.5	1	root	SCT000000266|wilcoxon|Mature_B_Cells	ANO000000170	13.0	9.0	6228	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Mature_B_Cell	0.949	Gene:hsa:23521	wilcoxon	0.0	0.0	18.5	1	root	SCT000000266|wilcoxon|Mature_B_Cells	ANO000000170	18.0	10.0	23521	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Mature_B_Cell	0.991	Gene:hsa:6233	wilcoxon	0.0	0.0	18.5	1	root	SCT000000266|wilcoxon|Mature_B_Cells	ANO000000170	16.0	11.0	6233	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Mature_B_Cell	1.0	Gene:hsa:6223	wilcoxon	0.0	0.0	18.4	1	root	SCT000000266|wilcoxon|Mature_B_Cells	ANO000000170	15.0	12.0	6223	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Mature_B_Cell	0.941	Gene:hsa:6161	wilcoxon	0.0	0.0	18.4	1	root	SCT000000266|wilcoxon|Mature_B_Cells	ANO000000170	19.0	13.0	6161	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Mature_B_Cell	1.12	Gene:hsa:6202	wilcoxon	0.0	0.0	18.4	1	root	SCT000000266|wilcoxon|Mature_B_Cells	ANO000000170	8.0	14.0	6202	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Mature_B_Cell	4.96	Gene:hsa:3122	wilcoxon	0.0	0.0	18.3	1	root	SCT000000266|wilcoxon|Mature_B_Cells	ANO000000170	1.0	15.0	3122	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Mature_B_Cell	0.909	Gene:hsa:6222	wilcoxon	0.0	0.0	18.2	1	root	SCT000000266|wilcoxon|Mature_B_Cells	ANO000000170	23.0	16.0	6222	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Mature_B_Cell	0.719	Gene:hsa:6234	wilcoxon	0.0	0.0	18.2	1	root	SCT000000266|wilcoxon|Mature_B_Cells	ANO000000170	29.0	17.0	6234	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Mature_B_Cell	1.32	Gene:hsa:6189	wilcoxon	0.0	0.0	18.2	1	root	SCT000000266|wilcoxon|Mature_B_Cells	ANO000000170	5.0	18.0	6189	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Mature_B_Cell	0.661	Gene:hsa:6171	wilcoxon	0.0	0.0	18.2	1	root	SCT000000266|wilcoxon|Mature_B_Cells	ANO000000170	30.0	19.0	6171	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Mature_B_Cell	0.764	Gene:hsa:6235	wilcoxon	0.0	0.0	18.2	1	root	SCT000000266|wilcoxon|Mature_B_Cells	ANO000000170	28.0	20.0	6235	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Mature_B_Cell	1.37	Gene:hsa:6132	wilcoxon	0.0	0.0	18.1	1	root	SCT000000266|wilcoxon|Mature_B_Cells	ANO000000170	4.0	21.0	6132	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Mature_B_Cell	1.07	Gene:hsa:6143	wilcoxon	0.0	0.0	18.1	1	root	SCT000000266|wilcoxon|Mature_B_Cells	ANO000000170	12.0	22.0	6143	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Mature_B_Cell	1.11	Gene:hsa:6147	wilcoxon	0.0	0.0	18.1	1	root	SCT000000266|wilcoxon|Mature_B_Cells	ANO000000170	9.0	23.0	6147	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Mature_B_Cell	1.18	Gene:hsa:6156	wilcoxon	0.0	0.0	18.1	1	root	SCT000000266|wilcoxon|Mature_B_Cells	ANO000000170	7.0	24.0	6156	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Mature_B_Cell	0.935	Gene:hsa:6167	wilcoxon	0.0	0.0	18.0	1	root	SCT000000266|wilcoxon|Mature_B_Cells	ANO000000170	20.0	25.0	6167	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Mature_B_Cell	1.52	Gene:hsa:6193	wilcoxon	0.0	0.0	18.0	1	root	SCT000000266|wilcoxon|Mature_B_Cells	ANO000000170	3.0	26.0	6193	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Mature_B_Cell	0.89	Gene:hsa:25873	wilcoxon	0.0	0.0	18.0	1	root	SCT000000266|wilcoxon|Mature_B_Cells	ANO000000170	25.0	27.0	25873	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Mature_B_Cell	0.924	Gene:hsa:6134	wilcoxon	0.0	0.0	18.0	1	root	SCT000000266|wilcoxon|Mature_B_Cells	ANO000000170	21.0	28.0	6134	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Mature_B_Cell	1.09	Gene:hsa:6224	wilcoxon	0.0	0.0	17.9	1	root	SCT000000266|wilcoxon|Mature_B_Cells	ANO000000170	10.0	29.0	6224	
PRO000000289	EPT000000294	SCT000000266	annotation_au	Mature_B_Cell	1.09	Gene:hsa:6194	wilcoxon	0.0	0.0	17.8	1	root	SCT000000266|wilcoxon|Mature_B_Cells	ANO000000170	11.0	30.0	6194	
PRO000000289	EPT000000294	SCT000000266	annotation_au	NK-like_Cell	4.84	Gene:hsa:152100	wilcoxon	0.0	0.0	33.7	1	root	SCT000000266|wilcoxon|NK-like_Cells	ANO000000170	11.0	1.0	152100	
PRO000000289	EPT000000294	SCT000000266	annotation_au	NK-like_Cell	5.24	Gene:hsa:924	wilcoxon	0.0	0.0	33.5	1	root	SCT000000266|wilcoxon|NK-like_Cells	ANO000000170	8.0	2.0	924	
PRO000000289	EPT000000294	SCT000000266	annotation_au	NK-like_Cell	5.39	Gene:hsa:3820	wilcoxon	0.0	0.0	32.8	1	root	SCT000000266|wilcoxon|NK-like_Cells	ANO000000170	7.0	3.0	3820	
PRO000000289	EPT000000294	SCT000000266	annotation_au	NK-like_Cell	5.63	Gene:hsa:51348	wilcoxon	0.0	0.0	31.1	1	root	SCT000000266|wilcoxon|NK-like_Cells	ANO000000170	4.0	4.0	51348	
PRO000000289	EPT000000294	SCT000000266	annotation_au	NK-like_Cell	5.01	Gene:hsa:3824	wilcoxon	0.0	0.0	31.0	1	root	SCT000000266|wilcoxon|NK-like_Cells	ANO000000170	10.0	5.0	3824	
PRO000000289	EPT000000294	SCT000000266	annotation_au	NK-like_Cell	4.57	Gene:hsa:4818	wilcoxon	0.0	0.0	30.8	1	root	SCT000000266|wilcoxon|NK-like_Cells	ANO000000170	13.0	6.0	4818	
PRO000000289	EPT000000294	SCT000000266	annotation_au	NK-like_Cell	5.75	Gene:hsa:6846	wilcoxon	0.0	0.0	28.0	1	root	SCT000000266|wilcoxon|NK-like_Cells	ANO000000170	3.0	7.0	6846	
PRO000000289	EPT000000294	SCT000000266	annotation_au	NK-like_Cell	4.0	Gene:hsa:6351	wilcoxon	0.0	0.0	27.0	1	root	SCT000000266|wilcoxon|NK-like_Cells	ANO000000170	16.0	8.0	6351	
PRO000000289	EPT000000294	SCT000000266	annotation_au	NK-like_Cell	2.4	Gene:hsa:694	wilcoxon	0.0	0.0	26.9	1	root	SCT000000266|wilcoxon|NK-like_Cells	ANO000000170	25.0	9.0	694	
PRO000000289	EPT000000294	SCT000000266	annotation_au	NK-like_Cell	3.51	Gene:hsa:10870	wilcoxon	0.0	0.0	26.9	1	root	SCT000000266|wilcoxon|NK-like_Cells	ANO000000170	21.0	10.0	10870	
PRO000000289	EPT000000294	SCT000000266	annotation_au	NK-like_Cell	2.86	Gene:hsa:5552	wilcoxon	0.0	0.0	26.9	1	root	SCT000000266|wilcoxon|NK-like_Cells	ANO000000170	24.0	11.0	5552	
PRO000000289	EPT000000294	SCT000000266	annotation_au	NK-like_Cell	3.8	Gene:hsa:7305	wilcoxon	0.0	0.0	26.4	1	root	SCT000000266|wilcoxon|NK-like_Cells	ANO000000170	18.0	12.0	7305	
PRO000000289	EPT000000294	SCT000000266	annotation_au	NK-like_Cell	3.8	Gene:hsa:2207	wilcoxon	0.0	0.0	26.3	1	root	SCT000000266|wilcoxon|NK-like_Cells	ANO000000170	19.0	13.0	2207	
